,Month,AveragePrice,Year,Region,TypeOrganic,TypeConventional,PriceRange
2250,1,0.96,2016,Sacramento,0,1,v_cheap
2251,10,0.96,2015,Atlanta,0,1,v_cheap
2252,10,0.96,2016,CincinnatiDayton,0,1,cheap
2253,9,0.96,2016,CincinnatiDayton,0,1,cheap
2254,11,0.96,2015,TotalUS,0,1,v_cheap
2255,3,0.96,2016,Roanoke,0,1,v_cheap
2256,5,0.96,2016,Tampa,0,1,v_cheap
2257,11,0.96,2016,Roanoke,1,0,v_cheap
2258,6,0.96,2015,Orlando,0,1,v_cheap
2259,12,0.96,2016,Tampa,0,1,v_cheap
2260,3,0.96,2016,StLouis,0,1,v_cheap
2261,3,0.96,2015,Columbus,0,1,v_cheap
2262,4,0.96,2015,NewOrleansMobile,0,1,v_cheap
2263,11,0.96,2015,Tampa,0,1,v_cheap
2264,5,0.96,2015,TotalUS,0,1,v_cheap
2265,11,0.96,2015,Indianapolis,0,1,v_cheap
2266,3,0.96,2016,Roanoke,0,1,v_cheap
2267,3,0.96,2015,SanDiego,0,1,cheap
2268,12,0.96,2015,Orlando,0,1,v_cheap
2269,7,0.96,2016,MiamiFtLauderdale,0,1,v_cheap
2270,5,0.96,2016,Houston,1,0,moderate
2271,11,0.96,2015,Orlando,0,1,v_cheap
2272,1,0.96,2016,Charlotte,0,1,v_cheap
2273,12,0.96,2015,Tampa,0,1,v_cheap
2274,1,0.96,2017,Indianapolis,0,1,v_cheap
2275,5,0.97,2015,Tampa,0,1,v_cheap
2276,8,0.97,2015,Detroit,0,1,v_cheap
2277,10,0.97,2015,Southeast,0,1,v_cheap
2278,6,0.97,2015,Southeast,0,1,v_cheap
2279,3,0.97,2015,MiamiFtLauderdale,0,1,v_cheap
2280,10,0.97,2015,LasVegas,0,1,cheap
2281,8,0.97,2015,Tampa,0,1,v_cheap
2282,2,0.97,2017,MiamiFtLauderdale,0,1,v_cheap
2283,7,0.97,2015,Tampa,0,1,v_cheap
2284,2,0.97,2017,RaleighGreensboro,0,1,v_cheap
2285,9,0.97,2015,Southeast,0,1,v_cheap
2286,3,0.97,2018,Roanoke,0,1,v_cheap
2287,6,0.97,2015,Tampa,0,1,v_cheap
2288,1,0.97,2016,Roanoke,0,1,v_cheap
2289,12,0.97,2015,MiamiFtLauderdale,0,1,v_cheap
2290,11,0.97,2015,Tampa,0,1,v_cheap
2291,1,0.97,2017,Southeast,0,1,v_cheap
2292,6,0.97,2015,Detroit,0,1,v_cheap
2293,2,0.97,2018,West,0,1,cheap
2294,1,0.97,2015,Jacksonville,0,1,v_cheap
2295,2,0.97,2016,Atlanta,0,1,cheap
2296,4,0.97,2016,Roanoke,0,1,v_cheap
2297,2,0.97,2018,TotalUS,0,1,v_cheap
2298,6,0.97,2016,Seattle,0,1,v_cheap
2299,1,0.97,2017,NewOrleansMobile,0,1,v_cheap
2300,11,0.97,2015,Southeast,0,1,v_cheap
2301,12,0.97,2017,NewOrleansMobile,0,1,v_cheap
2302,1,0.97,2016,Columbus,0,1,cheap
2303,3,0.97,2017,Detroit,0,1,v_cheap
2304,5,0.97,2017,Nashville,0,1,cheap
2305,1,0.97,2016,Spokane,0,1,v_cheap
2306,9,0.97,2016,Boise,0,1,cheap
2307,1,0.97,2015,MiamiFtLauderdale,0,1,v_cheap
2308,11,0.97,2015,NewOrleansMobile,0,1,v_cheap
2309,2,0.97,2018,Southeast,0,1,v_cheap
2310,11,0.97,2015,Tampa,0,1,v_cheap
2311,4,0.97,2016,Columbus,0,1,cheap
2312,3,0.97,2015,Tampa,0,1,v_cheap
2313,6,0.97,2015,Detroit,0,1,v_cheap
2314,9,0.97,2015,LasVegas,0,1,cheap
2315,9,0.97,2015,Nashville,0,1,cheap
2316,12,0.97,2015,Tampa,0,1,v_cheap
2317,5,0.97,2016,Chicago,0,1,v_cheap
2318,1,0.97,2016,RichmondNorfolk,0,1,v_cheap
2319,7,0.97,2016,SouthCentral,0,1,moderate
2320,6,0.97,2015,California,0,1,cheap
2321,6,0.97,2016,Atlanta,1,0,cheap
2322,7,0.97,2015,Nashville,0,1,cheap
2323,1,0.97,2016,RichmondNorfolk,0,1,v_cheap
2324,12,0.97,2015,Boise,0,1,cheap
2325,3,0.97,2016,Detroit,0,1,v_cheap
2326,1,0.97,2016,RichmondNorfolk,0,1,v_cheap
2327,5,0.97,2016,California,0,1,cheap
2328,2,0.97,2015,Spokane,0,1,v_cheap
2329,5,0.97,2015,LosAngeles,0,1,cheap
2330,2,0.97,2018,RaleighGreensboro,0,1,v_cheap
2331,11,0.97,2015,Orlando,0,1,v_cheap
2332,3,0.97,2015,TotalUS,0,1,v_cheap
2333,10,0.97,2015,GrandRapids,0,1,v_cheap
2334,10,0.97,2015,Detroit,0,1,v_cheap
2335,4,0.97,2016,Detroit,0,1,v_cheap
2336,7,0.97,2015,Orlando,0,1,v_cheap
2337,3,0.97,2015,Detroit,0,1,v_cheap
2338,6,0.97,2017,Portland,0,1,cheap
2339,7,0.97,2017,Spokane,0,1,v_cheap
2340,4,0.97,2015,Louisville,0,1,cheap
2341,6,0.97,2016,SouthCarolina,0,1,v_cheap
2342,8,0.97,2015,MiamiFtLauderdale,0,1,v_cheap
2343,3,0.97,2016,GreatLakes,0,1,v_cheap
2344,9,0.97,2015,West,0,1,cheap
2345,5,0.97,2015,GrandRapids,0,1,v_cheap
2346,9,0.97,2015,Denver,0,1,cheap
2347,5,0.97,2016,SouthCarolina,0,1,v_cheap
2348,6,0.97,2017,Louisville,0,1,cheap
2349,5,0.97,2015,Boise,0,1,cheap
2350,11,0.97,2015,Louisville,0,1,cheap
2351,8,0.97,2016,SouthCentral,1,0,moderate
2352,1,0.97,2015,Tampa,0,1,v_cheap
2353,3,0.97,2015,Detroit,0,1,v_cheap
2354,12,0.97,2016,GreatLakes,0,1,v_cheap
2355,5,0.97,2017,Portland,0,1,cheap
2356,3,0.97,2015,Detroit,0,1,v_cheap
2357,12,0.97,2016,Spokane,0,1,v_cheap
2358,11,0.97,2015,TotalUS,0,1,v_cheap
2359,11,0.97,2015,TotalUS,0,1,v_cheap
2360,9,0.97,2015,LasVegas,0,1,cheap
2361,8,0.97,2015,Nashville,0,1,cheap
2362,2,0.97,2016,NorthernNewEngland,0,1,v_cheap
2363,5,0.97,2015,Southeast,0,1,v_cheap
2364,6,0.97,2016,Nashville,0,1,cheap
2365,10,0.97,2016,Roanoke,1,0,v_cheap
2366,3,0.97,2016,Nashville,0,1,cheap
2367,12,0.97,2017,Denver,0,1,cheap
2368,4,0.97,2015,NewOrleansMobile,0,1,v_cheap
2369,9,0.97,2016,MiamiFtLauderdale,0,1,v_cheap
2370,7,0.97,2015,Atlanta,0,1,cheap
2371,10,0.97,2015,Indianapolis,0,1,v_cheap
2372,6,0.97,2016,NewOrleansMobile,0,1,v_cheap
2373,2,0.97,2017,Roanoke,0,1,v_cheap
2374,12,0.97,2015,RaleighGreensboro,0,1,v_cheap
2375,5,0.97,2015,SouthCarolina,0,1,v_cheap
2376,3,0.97,2016,NewOrleansMobile,0,1,v_cheap
2377,10,0.97,2015,NewYork,0,1,v_cheap
2378,1,0.97,2015,Portland,0,1,cheap
2379,11,0.97,2015,Jacksonville,0,1,v_cheap
2380,12,0.97,2016,StLouis,0,1,v_cheap
2381,4,0.97,2015,Plains,0,1,v_cheap
2382,1,0.97,2017,Columbus,0,1,cheap
2383,5,0.97,2016,Houston,1,0,moderate
2384,4,0.97,2016,Indianapolis,0,1,v_cheap
2385,2,0.97,2015,Seattle,0,1,v_cheap
2386,2,0.97,2017,SanDiego,0,1,cheap
2387,1,0.97,2015,Seattle,0,1,v_cheap
2388,4,0.97,2017,Columbus,1,0,cheap
2389,5,0.97,2016,MiamiFtLauderdale,0,1,v_cheap
2390,1,0.97,2016,MiamiFtLauderdale,0,1,v_cheap
2391,11,0.97,2015,SouthCarolina,0,1,v_cheap
2392,12,0.97,2016,MiamiFtLauderdale,0,1,v_cheap
2393,12,0.97,2016,MiamiFtLauderdale,0,1,v_cheap
2394,1,0.97,2016,Indianapolis,0,1,v_cheap
2395,6,0.97,2016,Tampa,0,1,v_cheap
2396,6,0.97,2016,TotalUS,0,1,v_cheap
2397,7,0.97,2016,LosAngeles,0,1,cheap
2398,2,0.97,2015,RichmondNorfolk,0,1,v_cheap
2399,2,0.97,2016,Plains,0,1,v_cheap
2400,6,0.97,2016,Orlando,0,1,v_cheap
2401,1,0.97,2015,NewOrleansMobile,0,1,v_cheap
2402,12,0.97,2017,Detroit,0,1,v_cheap
2403,9,0.97,2016,Orlando,0,1,v_cheap
2404,1,0.97,2015,Columbus,0,1,cheap
2405,3,0.97,2016,StLouis,0,1,v_cheap
2406,11,0.97,2017,Columbus,0,1,cheap
2407,2,0.97,2018,NewOrleansMobile,0,1,v_cheap
2408,5,0.97,2016,Plains,0,1,v_cheap
2409,11,0.97,2017,SouthCentral,0,1,moderate
2410,11,0.97,2017,Columbus,0,1,cheap
2411,7,0.97,2016,West,0,1,cheap
2412,9,0.97,2015,Atlanta,0,1,cheap
2413,12,0.97,2016,Orlando,0,1,v_cheap
2414,1,0.97,2017,Roanoke,0,1,v_cheap
2415,6,0.97,2016,Orlando,0,1,v_cheap
2416,7,0.97,2016,Portland,0,1,cheap
2417,5,0.97,2016,NorthernNewEngland,0,1,v_cheap
2418,6,0.97,2016,StLouis,0,1,v_cheap
2419,3,0.97,2015,NewOrleansMobile,0,1,v_cheap
2420,11,0.97,2015,SanFrancisco,0,1,v_cheap
2421,9,0.97,2015,RichmondNorfolk,0,1,v_cheap
2422,7,0.98,2015,Orlando,0,1,v_cheap
2423,6,0.98,2017,Indianapolis,0,1,v_cheap
2424,12,0.98,2017,TotalUS,0,1,v_cheap
2425,6,0.98,2015,TotalUS,0,1,v_cheap
2426,12,0.98,2015,Detroit,0,1,cheap
2427,5,0.98,2015,Roanoke,1,0,v_cheap
2428,7,0.98,2016,SouthCentral,0,1,moderate
2429,11,0.98,2015,SanDiego,0,1,cheap
2430,11,0.98,2016,CincinnatiDayton,0,1,cheap
2431,2,0.98,2018,MiamiFtLauderdale,0,1,v_cheap
2432,12,0.98,2015,Portland,0,1,cheap
2433,12,0.98,2016,MiamiFtLauderdale,0,1,v_cheap
2434,1,0.98,2016,Charlotte,0,1,v_cheap
2435,12,0.98,2015,Denver,0,1,cheap
2436,1,0.98,2018,Atlanta,0,1,cheap
2437,2,0.98,2015,Charlotte,0,1,v_cheap
2438,2,0.98,2015,Sacramento,0,1,v_cheap
2439,2,0.98,2015,Indianapolis,0,1,v_cheap
2440,11,0.98,2015,Orlando,0,1,v_cheap
2441,2,0.98,2017,Seattle,1,0,v_cheap
2442,11,0.98,2016,Houston,1,0,moderate
2443,7,0.98,2016,Detroit,1,0,cheap
2444,3,0.98,2015,Boise,0,1,cheap
2445,12,0.98,2017,SanDiego,0,1,cheap
2446,9,0.98,2015,Louisville,0,1,cheap
2447,2,0.98,2016,StLouis,0,1,v_cheap
2448,3,0.98,2016,Roanoke,0,1,v_cheap
2449,2,0.98,2016,Roanoke,0,1,v_cheap
2450,3,0.98,2018,RichmondNorfolk,0,1,v_cheap
2451,1,0.98,2017,Sacramento,0,1,v_cheap
2452,12,0.98,2016,Columbus,0,1,cheap
2453,10,0.98,2015,Indianapolis,0,1,v_cheap
2454,1,0.98,2017,Sacramento,0,1,v_cheap
2455,11,0.98,2015,California,0,1,cheap
2456,2,0.98,2017,Sacramento,0,1,v_cheap
2457,10,0.98,2017,PhoenixTucson,0,1,moderate
2458,2,0.98,2015,SanDiego,0,1,cheap
2459,3,0.98,2015,Orlando,0,1,v_cheap
2460,2,0.98,2016,StLouis,0,1,v_cheap
2461,2,0.98,2016,Spokane,1,0,v_cheap
2462,9,0.98,2015,Louisville,0,1,cheap
2463,3,0.98,2016,Denver,1,0,cheap
2464,5,0.98,2015,Orlando,0,1,v_cheap
2465,11,0.98,2016,Roanoke,1,0,v_cheap
2466,2,0.98,2017,Columbus,1,0,cheap
2467,8,0.98,2016,SouthCentral,1,0,moderate
2468,12,0.98,2016,Denver,1,0,cheap
2469,6,0.98,2015,Orlando,0,1,v_cheap
2470,12,0.98,2015,TotalUS,0,1,v_cheap
2471,6,0.98,2016,Tampa,0,1,v_cheap
2472,2,0.98,2015,Plains,0,1,v_cheap
2473,1,0.98,2016,Roanoke,0,1,v_cheap
2474,5,0.98,2016,LosAngeles,1,0,cheap
2475,8,0.98,2016,Houston,1,0,moderate
2476,7,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2477,2,0.98,2016,Seattle,1,0,v_cheap
2478,1,0.98,2017,MiamiFtLauderdale,0,1,v_cheap
2479,10,0.98,2015,CincinnatiDayton,0,1,cheap
2480,11,0.98,2015,RaleighGreensboro,0,1,v_cheap
2481,1,0.98,2017,Portland,1,0,cheap
2482,11,0.98,2015,Albany,0,1,v_cheap
2483,2,0.98,2016,Boston,0,1,v_cheap
2484,9,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2485,10,0.98,2015,Roanoke,0,1,v_cheap
2486,12,0.98,2015,RaleighGreensboro,0,1,v_cheap
2487,12,0.98,2015,RaleighGreensboro,0,1,v_cheap
2488,4,0.98,2017,LosAngeles,0,1,cheap
2489,9,0.98,2015,NorthernNewEngland,0,1,v_cheap
2490,1,0.98,2017,Atlanta,0,1,cheap
2491,3,0.98,2016,Seattle,1,0,v_cheap
2492,2,0.98,2015,Portland,0,1,cheap
2493,5,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2494,3,0.98,2015,CincinnatiDayton,0,1,cheap
2495,2,0.98,2018,West,0,1,cheap
2496,3,0.98,2016,Atlanta,0,1,cheap
2497,7,0.98,2016,Atlanta,0,1,cheap
2498,3,0.98,2016,Atlanta,0,1,cheap
2499,12,0.98,2015,RichmondNorfolk,0,1,v_cheap
2500,12,0.98,2015,RichmondNorfolk,0,1,v_cheap
2501,2,0.98,2017,NewOrleansMobile,0,1,cheap
2502,12,0.98,2015,RichmondNorfolk,0,1,v_cheap
2503,2,0.98,2018,Tampa,0,1,v_cheap
2504,2,0.98,2016,Seattle,0,1,v_cheap
2505,4,0.98,2017,West,0,1,cheap
2506,1,0.98,2016,Seattle,0,1,v_cheap
2507,10,0.98,2015,Columbus,0,1,cheap
2508,9,0.98,2015,RichmondNorfolk,0,1,v_cheap
2509,2,0.98,2018,Spokane,0,1,v_cheap
2510,6,0.98,2015,RichmondNorfolk,0,1,v_cheap
2511,11,0.98,2015,Portland,1,0,cheap
2512,4,0.98,2017,CincinnatiDayton,1,0,cheap
2513,1,0.98,2016,Nashville,0,1,cheap
2514,1,0.98,2017,TotalUS,0,1,v_cheap
2515,1,0.98,2016,Tampa,0,1,v_cheap
2516,4,0.98,2015,West,0,1,cheap
2517,5,0.98,2015,Nashville,0,1,cheap
2518,5,0.98,2015,West,0,1,cheap
2519,7,0.98,2016,SanDiego,0,1,cheap
2520,7,0.98,2015,West,0,1,cheap
2521,5,0.98,2015,LosAngeles,0,1,cheap
2522,9,0.98,2016,SouthCentral,0,1,moderate
2523,8,0.98,2015,West,0,1,cheap
2524,11,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2525,12,0.98,2017,California,0,1,cheap
2526,11,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2527,11,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2528,1,0.98,2015,NewOrleansMobile,1,0,cheap
2529,2,0.98,2017,Boise,0,1,cheap
2530,9,0.98,2015,MiamiFtLauderdale,0,1,v_cheap
2531,2,0.98,2015,West,0,1,cheap
2532,12,0.98,2016,TotalUS,0,1,v_cheap
2533,11,0.98,2016,Nashville,1,0,cheap
2534,12,0.98,2016,California,0,1,cheap
2535,7,0.98,2015,Columbus,0,1,cheap
2536,1,0.98,2016,SouthCarolina,0,1,v_cheap
2537,12,0.98,2017,West,0,1,cheap
2538,6,0.98,2016,Nashville,0,1,cheap
2539,7,0.98,2017,Boise,0,1,cheap
2540,8,0.98,2015,Nashville,0,1,cheap
2541,3,0.98,2017,Boise,0,1,cheap
2542,7,0.98,2015,Nashville,0,1,cheap
2543,12,0.98,2015,Sacramento,0,1,v_cheap
2544,1,0.98,2016,StLouis,1,0,v_cheap
2545,5,0.98,2017,LasVegas,0,1,cheap
2546,6,0.98,2016,SanDiego,0,1,cheap
2547,5,0.98,2015,Nashville,0,1,cheap
2548,5,0.98,2016,California,0,1,cheap
2549,1,0.98,2016,RichmondNorfolk,0,1,v_cheap
2550,11,0.98,2015,GreatLakes,0,1,v_cheap
2551,5,0.98,2015,California,0,1,cheap
2552,6,0.98,2016,Detroit,0,1,cheap
2553,6,0.98,2017,Columbus,0,1,cheap
2554,11,0.98,2015,Southeast,0,1,v_cheap
2555,9,0.98,2015,Denver,0,1,cheap
2556,6,0.98,2016,RichmondNorfolk,0,1,v_cheap
2557,11,0.98,2015,Southeast,0,1,v_cheap
2558,5,0.98,2015,Pittsburgh,0,1,v_cheap
2559,1,0.98,2015,Southeast,0,1,v_cheap
2560,1,0.98,2016,Indianapolis,0,1,v_cheap
2561,6,0.98,2016,Denver,0,1,cheap
2562,7,0.98,2017,DallasFtWorth,0,1,moderate
2563,9,0.98,2016,Denver,0,1,cheap
2564,12,0.98,2017,Houston,0,1,moderate
2565,11,0.98,2015,NewOrleansMobile,0,1,cheap
2566,1,0.98,2017,Detroit,0,1,cheap
2567,10,0.98,2016,Houston,0,1,moderate
2568,10,0.98,2016,Houston,0,1,moderate
2569,10,0.98,2016,Houston,0,1,moderate
2570,10,0.98,2015,Southeast,0,1,v_cheap
2571,6,0.98,2015,Jacksonville,0,1,v_cheap
2572,3,0.98,2018,Pittsburgh,0,1,v_cheap
2573,9,0.98,2015,Jacksonville,0,1,v_cheap
2574,3,0.98,2016,GreatLakes,0,1,v_cheap
2575,10,0.98,2015,LasVegas,0,1,cheap
2576,5,0.98,2015,LasVegas,0,1,cheap
2577,4,0.98,2016,GreatLakes,0,1,v_cheap
2578,11,0.98,2015,Jacksonville,0,1,v_cheap
2579,7,0.98,2016,Houston,0,1,moderate
2580,3,0.98,2015,Southeast,0,1,v_cheap
2581,4,0.98,2017,Portland,0,1,cheap
2582,2,0.98,2018,California,0,1,cheap
2583,3,0.98,2016,Denver,0,1,cheap
2584,7,0.98,2016,CincinnatiDayton,1,0,cheap
2585,2,0.98,2018,Pittsburgh,0,1,v_cheap
2586,2,0.98,2018,Pittsburgh,0,1,v_cheap
2587,5,0.98,2015,LasVegas,0,1,cheap
2588,10,0.98,2015,LosAngeles,0,1,cheap
2589,12,0.98,2015,Southeast,0,1,v_cheap
2590,7,0.98,2016,Portland,0,1,cheap
2591,12,0.98,2015,Charlotte,0,1,v_cheap
2592,3,0.98,2017,Denver,1,0,cheap
2593,2,0.98,2016,RichmondNorfolk,0,1,v_cheap
2594,4,0.98,2016,RichmondNorfolk,0,1,v_cheap
2595,1,0.98,2017,Denver,1,0,cheap
2596,7,0.98,2015,NewOrleansMobile,0,1,cheap
2597,11,0.98,2015,LasVegas,0,1,cheap
2598,2,0.98,2018,NewOrleansMobile,0,1,cheap
2599,9,0.98,2015,LosAngeles,0,1,cheap
2600,1,0.98,2016,Spokane,0,1,v_cheap
2601,6,0.98,2015,California,0,1,cheap
2602,5,0.98,2015,Spokane,0,1,v_cheap
2603,2,0.98,2016,Southeast,0,1,v_cheap
2604,12,0.98,2015,SouthCarolina,0,1,v_cheap
2605,7,0.98,2016,Portland,0,1,cheap
2606,8,0.98,2017,DallasFtWorth,0,1,moderate
2607,9,0.98,2016,Spokane,0,1,v_cheap
2608,8,0.98,2016,Portland,0,1,cheap
2609,7,0.98,2016,Spokane,0,1,v_cheap
2610,4,0.98,2017,West,1,0,cheap
2611,10,0.99,2015,Jacksonville,0,1,v_cheap
2612,12,0.99,2015,Nashville,0,1,moderate
2613,10,0.99,2015,Jacksonville,0,1,v_cheap
2614,6,0.99,2017,LasVegas,0,1,cheap
2615,4,0.99,2015,Portland,0,1,cheap
2616,8,0.99,2015,Jacksonville,0,1,v_cheap
2617,1,0.99,2017,GreatLakes,0,1,v_cheap
2618,6,0.99,2016,MiamiFtLauderdale,0,1,v_cheap
2619,9,0.99,2015,Jacksonville,0,1,v_cheap
2620,3,0.99,2017,LasVegas,0,1,cheap
2621,6,0.99,2015,Columbus,0,1,cheap
2622,10,0.99,2015,BaltimoreWashington,0,1,v_cheap
2623,8,0.99,2016,California,0,1,cheap
2624,6,0.99,2015,Southeast,0,1,v_cheap
2625,7,0.99,2017,DallasFtWorth,0,1,moderate
2626,2,0.99,2018,Jacksonville,0,1,v_cheap
2627,8,0.99,2017,DallasFtWorth,0,1,moderate
2628,11,0.99,2015,SouthCarolina,0,1,v_cheap
2629,3,0.99,2015,West,0,1,moderate
2630,10,0.99,2015,MiamiFtLauderdale,0,1,v_cheap
2631,5,0.99,2016,Midsouth,0,1,v_cheap
2632,12,0.99,2015,Spokane,0,1,v_cheap
2633,2,0.99,2016,Midsouth,0,1,v_cheap
2634,11,0.99,2017,SouthCentral,0,1,moderate
2635,9,0.99,2015,Albany,0,1,v_cheap
2636,1,0.99,2017,TotalUS,0,1,v_cheap
2637,2,0.99,2017,TotalUS,0,1,v_cheap
2638,6,0.99,2016,Spokane,0,1,v_cheap
2639,3,0.99,2016,Roanoke,1,0,v_cheap
2640,2,0.99,2017,TotalUS,0,1,v_cheap
2641,2,0.99,2018,Denver,0,1,cheap
2642,10,0.99,2015,Detroit,0,1,cheap
2643,11,0.99,2015,Atlanta,0,1,cheap
2644,3,0.99,2015,West,0,1,moderate
2645,10,0.99,2015,Spokane,0,1,v_cheap
2646,11,0.99,2015,Sacramento,0,1,v_cheap
2647,3,0.99,2016,GrandRapids,0,1,v_cheap
2648,2,0.99,2018,Sacramento,0,1,v_cheap
2649,12,0.99,2017,Columbus,0,1,cheap
2650,2,0.99,2015,Midsouth,0,1,v_cheap
2651,7,0.99,2016,DallasFtWorth,1,0,moderate
2652,7,0.99,2017,Nashville,0,1,moderate
2653,2,0.99,2017,SouthCarolina,0,1,v_cheap
2654,12,0.99,2015,Columbus,0,1,cheap
2655,12,0.99,2015,Columbus,0,1,cheap
2656,5,0.99,2016,HarrisburgScranton,0,1,v_cheap
2657,8,0.99,2016,Boise,0,1,cheap
2658,11,0.99,2015,Columbus,0,1,cheap
2659,11,0.99,2015,Columbus,0,1,cheap
2660,12,0.99,2015,Charlotte,0,1,v_cheap
2661,5,0.99,2017,Nashville,0,1,moderate
2662,4,0.99,2017,Nashville,0,1,moderate
2663,9,0.99,2015,NewOrleansMobile,0,1,cheap
2664,5,0.99,2016,SanFrancisco,0,1,v_cheap
2665,11,0.99,2017,Detroit,0,1,cheap
2666,5,0.99,2017,Detroit,0,1,cheap
2667,11,0.99,2015,RichmondNorfolk,0,1,v_cheap
2668,10,0.99,2015,Pittsburgh,0,1,v_cheap
2669,7,0.99,2015,Detroit,0,1,cheap
2670,12,0.99,2015,RichmondNorfolk,0,1,v_cheap
2671,4,0.99,2016,West,1,0,moderate
2672,2,0.99,2015,RaleighGreensboro,0,1,v_cheap
2673,6,0.99,2015,NewOrleansMobile,0,1,cheap
2674,1,0.99,2018,Columbus,0,1,cheap
2675,12,0.99,2017,SouthCarolina,0,1,v_cheap
2676,7,0.99,2017,Detroit,0,1,cheap
2677,4,0.99,2016,NorthernNewEngland,0,1,v_cheap
2678,2,0.99,2016,NorthernNewEngland,0,1,v_cheap
2679,3,0.99,2016,West,1,0,moderate
2680,6,0.99,2015,MiamiFtLauderdale,0,1,v_cheap
2681,11,0.99,2016,WestTexNewMexico,0,1,moderate
2682,11,0.99,2016,WestTexNewMexico,0,1,moderate
2683,6,0.99,2017,LosAngeles,0,1,moderate
2684,6,0.99,2017,LosAngeles,0,1,moderate
2685,1,0.99,2017,Atlanta,0,1,cheap
2686,7,0.99,2015,Southeast,0,1,v_cheap
2687,11,0.99,2015,Atlanta,0,1,cheap
2688,9,0.99,2015,Roanoke,0,1,v_cheap
2689,4,0.99,2017,LosAngeles,0,1,moderate
2690,2,0.99,2018,Orlando,0,1,v_cheap
2691,3,0.99,2017,LosAngeles,0,1,moderate
2692,11,0.99,2015,LasVegas,0,1,cheap
2693,8,0.99,2016,Portland,0,1,cheap
2694,12,0.99,2015,Orlando,0,1,v_cheap
2695,4,0.99,2015,Jacksonville,0,1,v_cheap
2696,12,0.99,2017,Atlanta,0,1,cheap
2697,6,0.99,2016,Columbus,1,0,cheap
2698,3,0.99,2017,Louisville,0,1,cheap
2699,4,0.99,2016,Boston,0,1,v_cheap
2700,6,0.99,2016,NorthernNewEngland,1,0,v_cheap
2701,1,0.99,2017,Portland,1,0,cheap
2702,12,0.99,2016,Portland,1,0,cheap
2703,1,0.99,2017,Portland,1,0,cheap
2704,7,0.99,2015,Indianapolis,1,0,v_cheap
2705,12,0.99,2017,GrandRapids,0,1,v_cheap
2706,3,0.99,2015,Atlanta,0,1,cheap
2707,11,0.99,2016,Houston,0,1,moderate
2708,11,0.99,2015,Albany,0,1,v_cheap
2709,5,0.99,2015,RichmondNorfolk,0,1,v_cheap
2710,4,0.99,2016,Columbus,1,0,cheap
2711,7,0.99,2016,DallasFtWorth,1,0,moderate
2712,7,0.99,2015,Southeast,0,1,v_cheap
2713,10,0.99,2015,Roanoke,0,1,v_cheap
2714,10,0.99,2015,GrandRapids,0,1,v_cheap
2715,7,0.99,2017,Portland,0,1,cheap
2716,1,0.99,2018,Plains,0,1,v_cheap
2717,3,0.99,2016,Roanoke,0,1,v_cheap
2718,2,0.99,2016,Roanoke,0,1,v_cheap
2719,5,0.99,2017,Columbus,0,1,cheap
2720,6,0.99,2016,RichmondNorfolk,0,1,v_cheap
2721,1,0.99,2016,Roanoke,0,1,v_cheap
2722,7,0.99,2016,RichmondNorfolk,0,1,v_cheap
2723,1,0.99,2016,Roanoke,0,1,v_cheap
2724,2,0.99,2015,Albany,0,1,v_cheap
2725,4,0.99,2017,Columbus,0,1,cheap
2726,5,0.99,2015,Tampa,0,1,v_cheap
2727,3,0.99,2018,Roanoke,0,1,v_cheap
2728,5,0.99,2017,Roanoke,0,1,v_cheap
2729,12,0.99,2017,Roanoke,0,1,v_cheap
2730,4,0.99,2015,Orlando,0,1,v_cheap
2731,3,0.99,2018,Charlotte,0,1,v_cheap
2732,1,0.99,2015,Denver,0,1,cheap
2733,2,0.99,2018,Charlotte,0,1,v_cheap
2734,3,0.99,2015,Louisville,0,1,cheap
2735,2,0.99,2015,Albany,0,1,v_cheap
2736,1,0.99,2016,RaleighGreensboro,0,1,v_cheap
2737,9,0.99,2015,Boise,0,1,cheap
2738,4,0.99,2015,Atlanta,0,1,cheap
2739,12,0.99,2015,StLouis,0,1,v_cheap
2740,5,0.99,2016,Louisville,0,1,cheap
2741,11,0.99,2015,SanFrancisco,0,1,v_cheap
2742,11,0.99,2015,TotalUS,0,1,v_cheap
2743,12,0.99,2017,Houston,0,1,moderate
2744,2,0.99,2017,StLouis,0,1,v_cheap
2745,12,0.99,2015,Jacksonville,0,1,v_cheap
2746,3,0.99,2017,West,1,0,moderate
2747,6,0.99,2015,Atlanta,0,1,cheap
2748,1,0.99,2015,SanFrancisco,0,1,v_cheap
2749,3,0.99,2017,SouthCarolina,1,0,v_cheap
2750,3,0.99,2016,RichmondNorfolk,0,1,v_cheap
2751,3,0.99,2016,RichmondNorfolk,0,1,v_cheap
2752,6,0.99,2015,Boise,0,1,cheap
2753,4,0.99,2016,RichmondNorfolk,0,1,v_cheap
2754,3,0.99,2017,Seattle,1,0,v_cheap
2755,3,0.99,2017,SouthCentral,1,0,moderate
2756,12,0.99,2016,Southeast,0,1,v_cheap
2757,2,0.99,2017,SouthCentral,1,0,moderate
2758,10,0.99,2016,DallasFtWorth,0,1,moderate
