Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
35,2017-04-30,1.48,324983.09,64498.25,50224.27,37837.43,172423.14,150695.49,11326.73,10400.92,conventional,2017,Detroit
36,2017-04-23,1.46,295788.03,60299.3,42596.28,33427.76,159464.69,144672.71,4014.98,10777.0,conventional,2017,Detroit
37,2017-04-16,1.45,342545.94,68514.24,51563.48,38761.83,183706.39,165252.92,3614.14,14839.33,conventional,2017,Detroit
38,2017-04-09,1.51,284715.12,64658.67,48429.11,33629.99,137997.35,123525.69,3833.22,10638.44,conventional,2017,Detroit
39,2017-04-02,1.48,288639.34,65914.28,45497.47,33828.6,143398.99,131639.74,3178.06,8581.19,conventional,2017,Detroit
40,2017-03-26,1.48,289107.02,69601.63,44602.74,30844.93,144057.72,125425.49,3129.79,15502.44,conventional,2017,Detroit
41,2017-03-19,1.48,262116.19,71290.38,45054.51,26987.7,118783.6,101931.36,3247.87,13604.37,conventional,2017,Detroit
42,2017-03-12,1.44,238211.13,73391.3,40214.51,26073.5,98531.82,80639.8,5789.02,12103.0,conventional,2017,Detroit
43,2017-03-05,0.97,383170.95,117593.23,42026.91,24897.12,198653.69,184674.65,2917.35,11061.69,conventional,2017,Detroit
44,2017-02-26,0.83,540315.74,133389.93,105832.88,79598.84,221494.09,186675.1,3009.89,31809.1,conventional,2017,Detroit
45,2017-02-19,1.07,311270.6,82084.73,46507.12,20143.65,162535.1,147195.14,3389.57,11950.39,conventional,2017,Detroit
46,2017-02-12,0.74,475602.7,148920.01,87966.44,9992.23,228724.02,212979.31,14028.85,1715.86,conventional,2017,Detroit
47,2017-02-05,0.65,797699.81,214826.74,228906.58,25712.14,328254.35,321790.97,6374.7,88.68,conventional,2017,Detroit
48,2017-01-29,1.01,381506.2,125847.46,70435.94,6902.42,178320.38,174385.95,3782.91,151.52,conventional,2017,Detroit
49,2017-01-22,0.84,616589.93,129912.94,202323.91,25797.7,258555.38,254296.51,3810.7,448.17,conventional,2017,Detroit
50,2017-01-15,0.98,397115.64,124452.62,72303.07,7243.19,193116.76,181789.4,11325.64,1.72,conventional,2017,Detroit
51,2017-01-08,0.9,470643.79,157160.74,76519.91,7819.3,229143.84,225725.06,3415.32,3.46,conventional,2017,Detroit
52,2017-01-01,0.75,480612.79,100364.1,165059.57,18804.24,196384.88,194306.37,2054.18,24.33,conventional,2017,Detroit
0,2017-12-31,1.09,202635.01,2522.84,103361.16,58453.24,38297.77,17391.94,4053.28,16852.55,conventional,2017,GrandRapids
1,2017-12-24,1.64,130735.97,2190.4,59470.2,28289.38,40785.99,29812.2,4900.59,6073.2,conventional,2017,GrandRapids
2,2017-12-17,1.25,162923.49,2042.43,74185.34,48181.44,38514.28,21582.27,3918.17,13013.84,conventional,2017,GrandRapids
3,2017-12-10,1.61,107018.62,2211.54,52467.15,17501.9,34838.03,25029.12,5916.44,3892.47,conventional,2017,GrandRapids
4,2017-12-03,0.99,301527.0,2268.0,182507.0,65476.0,51277.0,14813.0,26632.0,9831.0,conventional,2017,GrandRapids
5,2017-11-26,1.65,96700.0,1864.0,50330.0,11404.0,33102.0,22505.0,10417.0,180.0,conventional,2017,GrandRapids
6,2017-11-19,1.4,139279.0,2688.0,68242.0,15683.0,52667.0,42924.0,7407.0,2335.0,conventional,2017,GrandRapids
7,2017-11-12,1.59,110784.0,2585.0,49202.0,17062.0,41935.0,31462.0,8517.0,1957.0,conventional,2017,GrandRapids
8,2017-11-05,1.7,103715.88,2335.02,46898.66,18583.72,35898.48,26098.52,7766.59,2033.37,conventional,2017,GrandRapids
9,2017-10-29,1.55,138190.33,2263.72,65813.83,21510.67,48602.11,40970.87,2846.34,4784.9,conventional,2017,GrandRapids
10,2017-10-22,1.96,97132.42,2538.84,37656.26,21937.7,34999.62,27100.47,2690.37,5208.78,conventional,2017,GrandRapids
11,2017-10-15,2.07,94071.58,3559.98,37970.75,18550.88,33989.97,27063.64,1681.88,5244.45,conventional,2017,GrandRapids
12,2017-10-08,2.19,86753.64,2689.21,30568.23,19624.56,33871.64,25625.39,2275.59,5970.66,conventional,2017,GrandRapids
13,2017-10-01,2.09,97411.58,3178.13,35898.69,19397.32,38937.44,30261.87,2715.01,5960.56,conventional,2017,GrandRapids
14,2017-09-24,1.96,113272.89,2101.47,48552.76,24966.57,37652.09,26290.1,3741.32,7620.67,conventional,2017,GrandRapids
15,2017-09-17,1.99,100498.79,1713.76,40378.99,23054.23,35351.81,25043.6,2910.5,7397.71,conventional,2017,GrandRapids
16,2017-09-10,1.86,111733.79,2360.3,46227.08,23127.7,40018.71,29053.6,3726.39,7238.72,conventional,2017,GrandRapids
17,2017-09-03,1.65,127147.57,2659.69,52612.04,28692.1,43183.74,30195.58,4062.57,8925.59,conventional,2017,GrandRapids
18,2017-08-27,1.74,112023.41,1978.65,45102.68,25971.21,38970.87,26953.3,3478.91,8538.66,conventional,2017,GrandRapids
19,2017-08-20,1.7,124908.76,2503.59,47876.89,29038.08,45490.2,30576.74,5002.47,9910.99,conventional,2017,GrandRapids
20,2017-08-13,1.7,125212.99,3912.7,48945.22,30208.75,42146.32,29466.86,3459.77,9219.69,conventional,2017,GrandRapids
21,2017-08-06,1.45,167234.75,2082.16,69687.29,45132.06,50333.24,31734.93,4280.74,14317.57,conventional,2017,GrandRapids
22,2017-07-30,1.63,127602.86,2162.74,49417.9,30794.05,45228.17,30869.15,5476.93,8882.09,conventional,2017,GrandRapids
23,2017-07-23,1.68,136088.12,2240.69,56572.58,33294.94,43979.91,29974.73,4228.93,9776.25,conventional,2017,GrandRapids
24,2017-07-16,1.42,169837.53,2520.38,70377.13,52300.71,44639.31,25053.61,4106.88,15478.82,conventional,2017,GrandRapids
25,2017-07-09,1.43,178186.11,2225.4,71380.42,47480.65,57099.64,38785.0,3403.65,14910.99,conventional,2017,GrandRapids
26,2017-07-02,1.51,192007.39,2073.97,71125.6,51887.02,66920.8,45887.04,4128.48,16905.28,conventional,2017,GrandRapids
27,2017-06-25,1.74,142258.18,2010.17,54017.53,29866.67,56363.81,42161.64,4631.35,9570.82,conventional,2017,GrandRapids
28,2017-06-18,1.29,245293.35,2180.87,96015.63,81813.26,65283.59,38840.79,2445.56,23997.24,conventional,2017,GrandRapids
29,2017-06-11,1.79,158876.02,2308.29,64251.02,34921.76,57394.95,40421.03,6310.56,10663.36,conventional,2017,GrandRapids
30,2017-06-04,1.88,162051.09,2254.78,74167.19,35468.43,50160.69,34931.43,7483.36,7745.9,conventional,2017,GrandRapids
31,2017-05-28,1.85,165718.77,1824.13,70747.33,36364.98,56782.33,41977.67,6300.99,8503.67,conventional,2017,GrandRapids
32,2017-05-21,1.88,148499.08,1972.51,64369.19,30992.24,51165.14,35805.71,6312.41,9047.02,conventional,2017,GrandRapids
33,2017-05-14,1.87,151273.21,1659.83,68015.22,33883.15,47715.01,35585.87,6715.5,5413.64,conventional,2017,GrandRapids
34,2017-05-07,1.46,254982.52,2037.53,134403.02,68209.7,50332.27,30912.8,6939.54,12479.93,conventional,2017,GrandRapids
35,2017-04-30,1.83,157868.62,2008.8,72819.17,33054.67,49985.98,36778.97,7109.08,6097.93,conventional,2017,GrandRapids
36,2017-04-23,1.67,146024.28,1826.18,67510.44,28859.88,47827.78,32757.4,6398.5,8671.88,conventional,2017,GrandRapids
37,2017-04-16,1.67,175861.5,1857.22,80672.38,34537.85,58794.05,39418.9,6580.28,12794.87,conventional,2017,GrandRapids
38,2017-04-09,1.73,144360.97,2187.7,69915.75,29243.42,43014.1,30183.84,6762.23,6068.03,conventional,2017,GrandRapids
39,2017-04-02,1.73,140629.7,1804.04,68299.15,25528.0,44998.51,31734.52,5315.48,7948.51,conventional,2017,GrandRapids
40,2017-03-26,1.71,149479.58,1890.37,71916.37,25542.69,50130.15,32426.3,6541.93,11161.92,conventional,2017,GrandRapids
41,2017-03-19,1.73,141712.21,1749.65,70210.67,23436.73,46315.16,30574.0,6156.07,9585.09,conventional,2017,GrandRapids
42,2017-03-12,1.73,129820.93,1645.17,64057.69,21287.24,42830.83,26704.25,7110.17,9016.41,conventional,2017,GrandRapids
43,2017-03-05,1.5,128203.51,1498.24,59098.06,17801.4,49805.81,28414.03,14185.06,7206.72,conventional,2017,GrandRapids
44,2017-02-26,1.02,238305.05,1386.96,140947.2,48369.8,47601.09,25307.14,4248.19,18045.76,conventional,2017,GrandRapids
45,2017-02-19,1.42,141775.8,1224.48,80219.4,17743.37,42588.55,28012.65,4266.37,10309.53,conventional,2017,GrandRapids
46,2017-02-12,1.13,176589.86,1277.43,107963.46,8309.17,59039.8,49076.31,6314.58,3648.91,conventional,2017,GrandRapids
47,2017-02-05,0.81,391313.63,1573.98,298897.77,8303.14,82538.74,78260.3,3910.85,367.59,conventional,2017,GrandRapids
48,2017-01-29,1.29,168252.2,1391.78,100681.06,5482.22,60697.14,53182.31,6877.73,637.1,conventional,2017,GrandRapids
49,2017-01-22,0.92,322366.88,1152.99,227003.5,12962.62,81247.77,72435.68,6021.3,2790.79,conventional,2017,GrandRapids
50,2017-01-15,1.29,166158.43,935.22,107348.7,2863.54,55010.97,49537.11,5423.0,50.86,conventional,2017,GrandRapids
51,2017-01-08,1.26,174079.23,1225.77,102134.85,3082.6,67636.01,60761.6,6851.61,22.8,conventional,2017,GrandRapids
52,2017-01-01,0.77,306129.4,1217.67,224774.25,7582.69,72554.79,68737.04,3714.24,103.51,conventional,2017,GrandRapids
0,2017-12-31,0.92,4398887.92,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,GreatLakes
1,2017-12-24,1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,GreatLakes
2,2017-12-17,1.22,3023285.74,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,GreatLakes
3,2017-12-10,1.18,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,GreatLakes
4,2017-12-03,1.15,3837027.0,603156.0,1732528.0,317891.0,1183450.0,577048.0,579235.0,27167.0,conventional,2017,GreatLakes
5,2017-11-26,1.38,2254700.0,483896.0,837408.0,128863.0,804532.0,475224.0,328481.0,827.0,conventional,2017,GreatLakes
6,2017-11-19,1.23,2983690.0,581511.0,991256.0,155562.0,1255362.0,810002.0,438664.0,6697.0,conventional,2017,GreatLakes
7,2017-11-12,1.19,3284210.0,699961.0,1049661.0,151409.0,1383179.0,791377.0,585936.0,5866.0,conventional,2017,GreatLakes
8,2017-11-05,1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,GreatLakes
9,2017-10-29,1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,GreatLakes
10,2017-10-22,1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,GreatLakes
11,2017-10-15,1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,GreatLakes
12,2017-10-08,1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,GreatLakes
13,2017-10-01,1.89,2289168.77,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,GreatLakes
14,2017-09-24,1.83,2415482.04,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,conventional,2017,GreatLakes
15,2017-09-17,1.86,2358162.43,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,conventional,2017,GreatLakes
16,2017-09-10,1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes
17,2017-09-03,1.73,2638911.89,445855.59,975125.15,235105.19,982825.96,641935.76,287510.2,53380.0,conventional,2017,GreatLakes
18,2017-08-27,1.49,2973144.04,629034.1,996526.74,225401.1,1122182.1,706994.82,364885.27,50302.01,conventional,2017,GreatLakes
19,2017-08-20,1.44,3378088.25,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,GreatLakes
20,2017-08-13,1.57,2971011.18,504445.27,1051826.5,264838.37,1149901.04,733843.21,352853.24,63204.59,conventional,2017,GreatLakes
21,2017-08-06,1.42,3357719.29,574437.85,1199617.75,327392.03,1256271.66,832554.71,340048.81,83668.14,conventional,2017,GreatLakes
22,2017-07-30,1.44,3127451.33,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,GreatLakes
23,2017-07-23,1.47,3014558.52,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,GreatLakes
24,2017-07-16,1.38,3372297.92,613737.91,1337473.31,342667.93,1078418.77,686341.95,302794.91,89281.91,conventional,2017,GreatLakes
25,2017-07-09,1.2,4104371.46,695313.32,1385858.46,373472.43,1649727.25,1093507.57,476444.72,79774.96,conventional,2017,GreatLakes
26,2017-07-02,1.18,4250394.01,740503.01,1423924.97,356791.68,1729174.35,1157601.31,485376.01,86197.03,conventional,2017,GreatLakes
27,2017-06-25,1.15,3938985.06,718886.46,1270259.61,253074.81,1696764.18,1090179.55,563107.77,43476.86,conventional,2017,GreatLakes
28,2017-06-18,1.12,4668135.31,707122.82,1685604.76,403401.16,1872006.57,1345931.0,448086.41,77989.16,conventional,2017,GreatLakes
29,2017-06-11,1.27,3714237.95,596035.19,1338515.62,248948.07,1530739.07,867501.26,619111.8,44126.01,conventional,2017,GreatLakes
30,2017-06-04,1.33,3649478.04,559144.79,1336833.13,287895.63,1465604.49,858903.25,564981.58,41719.66,conventional,2017,GreatLakes
31,2017-05-28,1.37,3562841.46,580440.94,1365403.08,269625.44,1347372.0,776304.5,523114.36,47953.14,conventional,2017,GreatLakes
32,2017-05-21,1.34,3415474.26,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,GreatLakes
33,2017-05-14,1.19,3901825.7,649626.44,1290414.96,302082.61,1659701.69,944331.4,681254.13,34116.16,conventional,2017,GreatLakes
34,2017-05-07,1.1,5308891.12,923002.11,1932630.68,469332.59,1983925.74,1072504.99,832296.7,79124.05,conventional,2017,GreatLakes
35,2017-04-30,1.38,3584134.9,633332.25,1431880.81,277355.63,1241566.21,797304.37,407221.12,37040.72,conventional,2017,GreatLakes
36,2017-04-23,1.38,3193269.98,536784.83,1228762.83,224335.83,1203386.49,762724.52,400843.02,39818.95,conventional,2017,GreatLakes
37,2017-04-16,1.36,3543152.49,561509.96,1337527.18,255439.7,1388675.65,937394.9,394791.96,56488.79,conventional,2017,GreatLakes
38,2017-04-09,1.41,3149013.04,583906.3,1255688.28,235145.52,1074272.94,758452.66,276698.0,39122.28,conventional,2017,GreatLakes
39,2017-04-02,1.41,3081036.18,504640.46,1212295.86,224247.43,1139852.43,723374.52,380655.17,35822.74,conventional,2017,GreatLakes
40,2017-03-26,1.42,3002195.77,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes
41,2017-03-19,1.39,2975356.86,463863.64,1224340.81,212871.38,1074281.03,650674.32,377140.01,46466.7,conventional,2017,GreatLakes
42,2017-03-12,1.38,2883466.63,460240.32,1259335.82,211090.34,952800.15,549146.17,358275.0,45378.98,conventional,2017,GreatLakes
43,2017-03-05,1.24,3197341.66,563498.27,1313704.16,195550.24,1124588.99,720629.17,364409.43,39550.39,conventional,2017,GreatLakes
44,2017-02-26,1.08,3848715.52,565282.75,1692494.9,368973.25,1221964.62,756489.66,369884.9,95590.06,conventional,2017,GreatLakes
45,2017-02-19,1.1,3184221.55,458082.87,1329999.72,224790.76,1171348.2,721288.96,401353.64,48705.6,conventional,2017,GreatLakes
46,2017-02-12,0.88,4129136.03,765348.23,1694610.53,249248.52,1419928.75,978488.81,422557.68,18882.26,conventional,2017,GreatLakes
47,2017-02-05,0.73,6575186.76,1338529.97,3117639.02,322305.24,1796712.53,1334037.61,449566.65,13108.27,conventional,2017,GreatLakes
48,2017-01-29,1.01,3799154.1,593815.23,1631554.73,181118.9,1392665.24,891429.94,485161.76,16073.54,conventional,2017,GreatLakes
49,2017-01-22,0.95,4696372.14,680490.86,2241043.46,234650.47,1540187.35,1068557.0,455206.07,16424.28,conventional,2017,GreatLakes
50,2017-01-15,1.05,3893220.87,667328.63,1705655.8,182713.77,1337522.67,878109.85,449340.86,10071.96,conventional,2017,GreatLakes
51,2017-01-08,0.99,4067134.96,725716.77,1755106.4,195159.52,1391152.27,1010322.96,367740.51,13088.8,conventional,2017,GreatLakes
52,2017-01-01,0.88,4225245.4,636277.7,2157249.6,189356.95,1242361.15,885769.21,349032.8,7559.14,conventional,2017,GreatLakes
0,2017-12-31,1.37,195897.4,35962.67,106173.46,56.99,53704.28,41330.39,12373.89,0.0,conventional,2017,HarrisburgScranton
1,2017-12-24,1.37,217968.19,37343.09,115065.17,82.0,65477.93,61171.2,4306.73,0.0,conventional,2017,HarrisburgScranton
2,2017-12-17,1.37,196746.0,35590.92,101937.4,71.96,59145.72,54104.35,5041.37,0.0,conventional,2017,HarrisburgScranton
3,2017-12-10,1.13,274939.0,43089.18,163729.22,84.84,68035.76,62282.56,5753.2,0.0,conventional,2017,HarrisburgScranton
4,2017-12-03,1.27,231977.0,39382.0,127730.0,91.0,64773.0,57036.0,7738.0,0.0,conventional,2017,HarrisburgScranton
5,2017-11-26,1.3,191490.0,30488.0,89564.0,97.0,71341.0,55196.0,16146.0,0.0,conventional,2017,HarrisburgScranton
6,2017-11-19,1.3,216608.0,30820.0,97308.0,125.0,88355.0,59742.0,28613.0,0.0,conventional,2017,HarrisburgScranton
7,2017-11-12,1.38,201442.0,31166.0,99684.0,74.0,70518.0,54249.0,16269.0,0.0,conventional,2017,HarrisburgScranton
8,2017-11-05,1.45,191459.87,31048.2,99317.22,76.31,61018.14,58486.25,2505.22,26.67,conventional,2017,HarrisburgScranton
9,2017-10-29,1.47,203026.62,30541.03,117170.48,36.92,55278.19,54995.56,282.63,0.0,conventional,2017,HarrisburgScranton
10,2017-10-22,1.43,206115.08,30373.68,111836.53,29.48,63875.39,62343.72,1531.67,0.0,conventional,2017,HarrisburgScranton
11,2017-10-15,1.48,205858.6,32691.3,112916.52,74.12,60176.66,48527.09,11649.57,0.0,conventional,2017,HarrisburgScranton
12,2017-10-08,1.54,164699.75,34256.95,79474.31,139.28,50829.21,46034.83,4794.38,0.0,conventional,2017,HarrisburgScranton
13,2017-10-01,1.45,213952.02,37491.09,115716.48,192.67,60551.78,56521.74,4030.04,0.0,conventional,2017,HarrisburgScranton
14,2017-09-24,1.44,209982.19,36336.43,122032.96,70.71,51542.09,50219.51,1319.25,3.33,conventional,2017,HarrisburgScranton
15,2017-09-17,1.46,189035.91,32973.74,107531.22,54.93,48476.02,47545.72,763.63,166.67,conventional,2017,HarrisburgScranton
16,2017-09-10,1.51,180874.92,32675.66,97799.79,61.9,50337.57,44252.37,1741.87,4343.33,conventional,2017,HarrisburgScranton
17,2017-09-03,1.53,212828.72,39153.66,117858.62,49.9,55766.54,52253.48,599.73,2913.33,conventional,2017,HarrisburgScranton
18,2017-08-27,1.48,214056.41,40614.08,112224.82,30.39,61187.12,60211.91,245.21,730.0,conventional,2017,HarrisburgScranton
19,2017-08-20,1.47,212934.98,40413.35,104200.02,62.76,68258.85,60759.46,3437.16,4062.23,conventional,2017,HarrisburgScranton
20,2017-08-13,1.43,238229.99,42116.11,127782.88,58.29,68272.71,55944.4,9001.64,3326.67,conventional,2017,HarrisburgScranton
21,2017-08-06,1.37,235902.96,42012.76,129112.23,58.47,64719.5,59348.16,2124.67,3246.67,conventional,2017,HarrisburgScranton
22,2017-07-30,1.36,222758.77,41369.26,115565.26,55.81,65768.44,64199.34,285.77,1283.33,conventional,2017,HarrisburgScranton
23,2017-07-23,1.38,224207.07,44426.16,116786.25,100.44,62894.22,58580.71,1086.84,3226.67,conventional,2017,HarrisburgScranton
24,2017-07-16,1.38,224434.92,42951.31,120360.02,131.85,60991.74,53141.81,3621.04,4228.89,conventional,2017,HarrisburgScranton
25,2017-07-09,1.47,237446.62,41065.78,129466.37,176.98,66737.49,49614.54,8987.95,8135.0,conventional,2017,HarrisburgScranton
26,2017-07-02,1.48,226114.96,40997.57,111399.05,155.12,73563.22,61049.83,5973.39,6540.0,conventional,2017,HarrisburgScranton
27,2017-06-25,1.46,222447.25,40132.56,121032.8,92.67,61189.22,52906.18,2108.04,6175.0,conventional,2017,HarrisburgScranton
28,2017-06-18,1.5,238389.11,45186.48,131057.91,86.44,62058.28,55129.91,2569.76,4358.61,conventional,2017,HarrisburgScranton
29,2017-06-11,1.5,232728.73,50902.99,115824.28,93.56,65907.9,58868.88,4122.08,2916.94,conventional,2017,HarrisburgScranton
30,2017-06-04,1.55,247060.03,50484.86,118452.04,139.39,77983.74,75848.61,1879.02,256.11,conventional,2017,HarrisburgScranton
31,2017-05-28,1.56,275488.47,53527.9,137082.84,170.2,84707.53,80202.22,4474.75,30.56,conventional,2017,HarrisburgScranton
32,2017-05-21,1.51,244638.89,52736.28,119601.86,179.49,72121.26,70371.47,1749.79,0.0,conventional,2017,HarrisburgScranton
33,2017-05-14,1.54,239036.52,52237.47,95012.5,152.37,91634.18,90107.34,1469.9,56.94,conventional,2017,HarrisburgScranton
34,2017-05-07,1.51,301180.77,53636.12,140316.58,208.35,107019.72,101118.65,5671.9,229.17,conventional,2017,HarrisburgScranton
35,2017-04-30,1.48,268831.64,54369.02,135977.0,123.86,78361.76,76015.77,2179.32,166.67,conventional,2017,HarrisburgScranton
36,2017-04-23,1.49,225681.54,53508.78,103642.1,52.7,68477.96,61430.73,7047.23,0.0,conventional,2017,HarrisburgScranton
37,2017-04-16,1.56,261861.07,50600.52,123726.97,83.48,87450.1,74662.8,12787.3,0.0,conventional,2017,HarrisburgScranton
38,2017-04-09,1.48,251676.02,47837.77,121350.21,124.82,82363.22,78470.9,3892.32,0.0,conventional,2017,HarrisburgScranton
39,2017-04-02,1.46,239412.64,53424.06,110824.96,74.27,75089.35,73919.09,1170.26,0.0,conventional,2017,HarrisburgScranton
40,2017-03-26,1.38,254599.21,52944.04,131659.03,340.26,69655.88,68119.1,1536.78,0.0,conventional,2017,HarrisburgScranton
41,2017-03-19,1.4,243265.5,59161.21,118545.42,245.2,65313.67,58499.02,6729.93,84.72,conventional,2017,HarrisburgScranton
42,2017-03-12,1.42,245928.12,51306.88,126552.09,107.88,67961.27,64446.7,3514.57,0.0,conventional,2017,HarrisburgScranton
43,2017-03-05,1.19,273485.3,53961.57,151537.0,745.71,67241.02,66399.83,841.19,0.0,conventional,2017,HarrisburgScranton
44,2017-02-26,1.29,260743.16,52855.29,139066.59,100.84,68720.44,66310.52,2332.14,77.78,conventional,2017,HarrisburgScranton
45,2017-02-19,1.28,224541.2,56042.2,104680.99,184.45,63633.56,61717.96,1915.6,0.0,conventional,2017,HarrisburgScranton
46,2017-02-12,1.13,276755.29,105170.96,106548.49,367.91,64667.93,57944.02,6589.19,134.72,conventional,2017,HarrisburgScranton
47,2017-02-05,1.14,348380.9,117876.11,153442.16,4525.24,72537.39,67100.41,5107.7,329.28,conventional,2017,HarrisburgScranton
48,2017-01-29,1.25,267917.78,64322.44,129735.77,1855.78,72003.79,70448.34,1418.77,136.68,conventional,2017,HarrisburgScranton
49,2017-01-22,1.4,266851.77,49774.5,135845.63,3688.76,77542.88,74174.07,3242.21,126.6,conventional,2017,HarrisburgScranton
50,2017-01-15,1.44,251547.43,47536.54,126095.12,791.62,77124.15,75330.56,1793.59,0.0,conventional,2017,HarrisburgScranton
51,2017-01-08,1.3,275064.65,51590.9,153751.13,98.83,69623.79,67890.58,1733.21,0.0,conventional,2017,HarrisburgScranton
52,2017-01-01,1.35,235430.29,41800.77,136109.66,420.83,57099.03,52817.14,4281.89,0.0,conventional,2017,HarrisburgScranton
0,2017-12-31,1.42,245203.25,4805.09,183945.55,178.97,56273.64,48824.63,7447.45,1.56,conventional,2017,HartfordSpringfield
1,2017-12-24,1.5,225990.67,5610.69,161963.18,198.18,58218.62,53040.5,5162.55,15.57,conventional,2017,HartfordSpringfield
2,2017-12-17,1.44,228292.45,6271.96,160129.76,112.41,61778.32,56644.7,5133.62,0.0,conventional,2017,HartfordSpringfield
3,2017-12-10,1.14,447122.29,18098.0,359319.53,162.16,69542.6,58863.24,10673.16,6.2,conventional,2017,HartfordSpringfield
4,2017-12-03,1.55,231210.0,5716.0,166828.0,171.0,58495.0,47328.0,11166.0,0.0,conventional,2017,HartfordSpringfield
5,2017-11-26,1.38,229399.0,5695.0,153323.0,88.0,70294.0,42139.0,28155.0,0.0,conventional,2017,HartfordSpringfield
6,2017-11-19,1.38,264765.0,4591.0,169972.0,131.0,90071.0,61128.0,28942.0,0.0,conventional,2017,HartfordSpringfield
7,2017-11-12,1.56,226866.0,6490.0,162389.0,206.0,57781.0,55528.0,2253.0,0.0,conventional,2017,HartfordSpringfield
8,2017-11-05,1.53,240615.51,5209.01,161648.13,106.23,73652.14,62768.76,10883.38,0.0,conventional,2017,HartfordSpringfield
9,2017-10-29,1.53,247946.32,5938.74,188044.0,173.6,53789.98,51182.38,2607.6,0.0,conventional,2017,HartfordSpringfield
10,2017-10-22,1.5,244786.18,7441.12,179802.05,151.61,57391.4,55717.53,1673.87,0.0,conventional,2017,HartfordSpringfield
11,2017-10-15,1.58,236604.19,7043.32,177668.62,73.0,51819.25,49691.8,2127.45,0.0,conventional,2017,HartfordSpringfield
12,2017-10-08,1.6,217988.15,7540.43,159211.65,174.29,51061.78,50139.83,921.95,0.0,conventional,2017,HartfordSpringfield
13,2017-10-01,1.6,250057.54,6770.97,189987.47,76.86,53222.24,51546.23,1676.01,0.0,conventional,2017,HartfordSpringfield
14,2017-09-24,1.59,228615.67,4809.81,181192.01,81.52,42532.33,41353.71,1178.62,0.0,conventional,2017,HartfordSpringfield
15,2017-09-17,1.54,222593.17,7488.87,162728.73,73.1,52302.47,50193.57,2102.23,6.67,conventional,2017,HartfordSpringfield
16,2017-09-10,1.57,243134.01,5195.18,182049.97,130.21,55758.65,52068.88,2423.1,1266.67,conventional,2017,HartfordSpringfield
17,2017-09-03,1.74,224635.6,4476.51,165217.63,79.27,54862.19,52916.32,345.87,1600.0,conventional,2017,HartfordSpringfield
18,2017-08-27,1.78,220520.33,4245.98,160115.84,67.41,56091.1,55270.66,377.11,443.33,conventional,2017,HartfordSpringfield
19,2017-08-20,1.74,223619.15,3659.65,155326.78,79.42,64553.3,59503.97,3259.33,1790.0,conventional,2017,HartfordSpringfield
20,2017-08-13,1.63,263624.63,4240.0,193118.61,164.97,66101.05,49438.96,14192.88,2469.21,conventional,2017,HartfordSpringfield
21,2017-08-06,1.6,262304.2,5057.28,200007.7,223.22,57016.0,52868.61,2359.61,1787.78,conventional,2017,HartfordSpringfield
22,2017-07-30,1.56,258166.4,5477.9,190639.6,130.79,61918.11,59706.9,1314.55,896.66,conventional,2017,HartfordSpringfield
23,2017-07-23,1.59,264308.37,8142.48,201585.67,62.7,54517.52,49946.51,3071.01,1500.0,conventional,2017,HartfordSpringfield
24,2017-07-16,1.59,265615.87,10004.17,205771.6,129.66,49710.44,46745.57,1544.87,1420.0,conventional,2017,HartfordSpringfield
25,2017-07-09,1.72,273059.91,10848.33,198967.11,142.4,63102.07,56481.05,3381.02,3240.0,conventional,2017,HartfordSpringfield
26,2017-07-02,1.76,259782.83,9173.43,191483.01,549.47,58576.92,46887.32,8666.82,3022.78,conventional,2017,HartfordSpringfield
27,2017-06-25,1.68,275912.97,8658.16,220849.19,134.57,46271.05,42685.55,670.5,2915.0,conventional,2017,HartfordSpringfield
