Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
47,2016-01-31,1.07,240911.84,30150.26,141567.72,148.18,69045.68,67727.22,1318.46,0.0,conventional,2016,HarrisburgScranton
48,2016-01-24,1.13,269859.91,30857.91,145118.66,187.2,93696.14,92434.99,1261.15,0.0,conventional,2016,HarrisburgScranton
49,2016-01-17,1.15,251772.19,37242.5,127825.35,215.42,86488.92,85284.0,1204.92,0.0,conventional,2016,HarrisburgScranton
50,2016-01-10,1.14,231258.4,38270.32,113995.58,142.14,78850.36,77645.09,1205.27,0.0,conventional,2016,HarrisburgScranton
51,2016-01-03,1.09,252693.38,36241.25,157969.24,315.45,58167.44,57475.61,691.83,0.0,conventional,2016,HarrisburgScranton
0,2016-12-25,1.49,238100.22,2977.57,178949.08,7914.45,48259.12,47076.21,865.63,317.28,conventional,2016,HartfordSpringfield
1,2016-12-18,1.22,304051.46,4769.87,256345.63,995.37,41940.59,41573.47,224.83,142.29,conventional,2016,HartfordSpringfield
2,2016-12-11,1.42,245721.9,3321.92,186954.78,2350.45,53094.75,51964.82,839.65,290.28,conventional,2016,HartfordSpringfield
3,2016-12-04,1.54,207482.67,3426.07,160247.2,591.16,43218.24,42957.73,124.81,135.7,conventional,2016,HartfordSpringfield
4,2016-11-27,1.57,195221.04,4269.91,149413.39,119.71,41418.03,41408.89,9.14,0.0,conventional,2016,HartfordSpringfield
5,2016-11-20,1.62,240655.78,4755.3,168091.33,122.4,67686.75,66362.72,1324.03,0.0,conventional,2016,HartfordSpringfield
6,2016-11-13,1.82,184928.64,3119.08,129123.05,107.47,52579.04,52391.67,187.37,0.0,conventional,2016,HartfordSpringfield
7,2016-11-06,1.83,173620.97,3070.78,119662.41,161.73,50726.05,50160.37,565.68,0.0,conventional,2016,HartfordSpringfield
8,2016-10-30,1.81,180113.35,2704.79,130995.75,191.97,46220.84,46140.97,79.87,0.0,conventional,2016,HartfordSpringfield
9,2016-10-23,1.78,213547.17,4201.36,152903.95,194.14,56247.72,56074.0,104.28,69.44,conventional,2016,HartfordSpringfield
10,2016-10-16,1.82,208966.36,4396.67,148210.67,239.04,56119.98,56021.42,98.56,0.0,conventional,2016,HartfordSpringfield
11,2016-10-09,1.62,231063.21,7855.45,171100.57,274.57,51832.62,51617.66,39.96,175.0,conventional,2016,HartfordSpringfield
12,2016-10-02,1.69,216818.99,17695.92,145719.43,620.47,52783.17,52592.82,190.35,0.0,conventional,2016,HartfordSpringfield
13,2016-09-25,1.63,224391.93,42274.18,125999.46,127.05,55991.24,55353.12,628.12,10.0,conventional,2016,HartfordSpringfield
14,2016-09-18,1.51,233869.17,37691.02,130354.21,132.81,65691.13,64310.17,1375.96,5.0,conventional,2016,HartfordSpringfield
15,2016-09-11,1.22,364052.46,84826.25,225724.26,197.17,53304.78,52152.39,1137.39,15.0,conventional,2016,HartfordSpringfield
16,2016-09-04,1.54,279628.17,10730.88,199814.2,842.34,68240.75,67173.12,733.63,334.0,conventional,2016,HartfordSpringfield
17,2016-08-28,1.59,287629.57,3266.96,209240.07,277.62,74844.92,72124.66,1646.84,1073.42,conventional,2016,HartfordSpringfield
18,2016-08-21,1.46,299545.98,2617.98,191018.33,223.9,105685.77,100062.77,4268.0,1355.0,conventional,2016,HartfordSpringfield
19,2016-08-14,1.46,298015.34,6429.23,186844.14,655.42,104086.55,100492.24,2318.75,1275.56,conventional,2016,HartfordSpringfield
20,2016-08-07,1.5,288155.59,4285.19,183604.52,565.14,99700.74,99391.55,119.19,190.0,conventional,2016,HartfordSpringfield
21,2016-07-31,1.72,255025.51,3820.18,170920.7,200.04,80084.59,78539.51,340.08,1205.0,conventional,2016,HartfordSpringfield
22,2016-07-24,1.7,254686.05,3244.19,165702.62,149.3,85589.94,82571.93,738.01,2280.0,conventional,2016,HartfordSpringfield
23,2016-07-17,1.63,259416.65,3078.92,173492.18,287.31,82558.24,78534.0,347.25,3676.99,conventional,2016,HartfordSpringfield
24,2016-07-10,1.46,292611.92,3434.74,192338.6,700.24,96138.34,90776.29,1638.23,3723.82,conventional,2016,HartfordSpringfield
25,2016-07-03,1.47,309896.68,3261.81,212724.95,1330.76,92579.16,88150.04,547.51,3881.61,conventional,2016,HartfordSpringfield
26,2016-06-26,1.41,329620.35,3520.61,245341.16,263.38,80495.2,77811.88,318.32,2365.0,conventional,2016,HartfordSpringfield
27,2016-06-19,1.5,335704.35,4764.39,253641.06,308.34,76990.56,73922.77,882.79,2185.0,conventional,2016,HartfordSpringfield
28,2016-06-12,1.47,324963.11,7760.32,242441.41,318.57,74442.81,71188.11,584.7,2670.0,conventional,2016,HartfordSpringfield
29,2016-06-05,1.46,303118.06,4757.39,219463.03,245.51,78652.13,75889.33,577.8,2185.0,conventional,2016,HartfordSpringfield
30,2016-05-29,1.15,382443.83,5717.38,310084.06,433.03,66209.36,63033.05,1485.98,1690.33,conventional,2016,HartfordSpringfield
31,2016-05-22,1.26,296893.56,3701.05,224262.53,521.9,68408.08,66397.8,940.28,1070.0,conventional,2016,HartfordSpringfield
32,2016-05-15,1.24,416264.79,5224.33,353742.7,778.99,56518.77,55425.49,1053.23,40.05,conventional,2016,HartfordSpringfield
33,2016-05-08,0.86,522565.33,6157.76,449501.24,436.34,66469.99,64704.02,1765.97,0.0,conventional,2016,HartfordSpringfield
34,2016-05-01,1.18,353240.26,4163.82,286951.48,246.85,61878.11,59813.16,2064.95,0.0,conventional,2016,HartfordSpringfield
35,2016-04-24,1.25,342796.24,4251.65,277215.89,684.59,60644.11,59633.06,982.75,28.3,conventional,2016,HartfordSpringfield
36,2016-04-17,1.18,284479.69,3817.6,212803.93,95.3,67762.86,66917.18,802.38,43.3,conventional,2016,HartfordSpringfield
37,2016-04-10,1.17,280729.03,4510.47,213983.22,172.03,62063.31,61560.21,283.03,220.07,conventional,2016,HartfordSpringfield
38,2016-04-03,1.36,254201.52,4183.85,204807.91,449.34,44760.42,44065.2,566.68,128.54,conventional,2016,HartfordSpringfield
39,2016-03-27,1.31,294602.42,3703.75,234448.8,196.63,56253.24,55053.66,1199.58,0.0,conventional,2016,HartfordSpringfield
40,2016-03-20,1.17,373372.96,5155.65,315607.91,278.31,52331.09,51367.1,963.99,0.0,conventional,2016,HartfordSpringfield
41,2016-03-13,1.3,315394.32,4317.14,253676.96,179.09,57221.13,56230.93,990.2,0.0,conventional,2016,HartfordSpringfield
42,2016-03-06,1.27,311503.06,4867.45,241128.23,295.4,65211.98,64019.55,1189.08,3.35,conventional,2016,HartfordSpringfield
43,2016-02-28,1.17,357504.15,5558.93,305866.9,232.83,45845.49,43903.95,1941.54,0.0,conventional,2016,HartfordSpringfield
44,2016-02-21,1.28,288176.27,4492.49,214537.05,279.57,68867.16,66444.92,2422.24,0.0,conventional,2016,HartfordSpringfield
45,2016-02-14,1.1,398441.13,6064.88,326486.66,316.89,65572.7,61273.21,4299.49,0.0,conventional,2016,HartfordSpringfield
46,2016-02-07,1.16,393866.28,4834.86,306373.73,530.92,82126.77,78438.83,3684.57,3.37,conventional,2016,HartfordSpringfield
47,2016-01-31,1.12,390134.81,5276.3,322397.86,255.75,62204.9,59996.16,2208.74,0.0,conventional,2016,HartfordSpringfield
48,2016-01-24,1.27,317932.59,2330.83,234916.68,304.1,80380.98,75964.48,4411.43,5.07,conventional,2016,HartfordSpringfield
49,2016-01-17,1.18,352472.83,4186.8,265631.34,222.86,82431.83,81352.4,1079.43,0.0,conventional,2016,HartfordSpringfield
50,2016-01-10,1.26,284119.04,3361.85,213814.5,238.17,66704.52,64792.83,1911.69,0.0,conventional,2016,HartfordSpringfield
51,2016-01-03,1.07,322752.02,4199.14,275680.97,297.23,42574.68,41477.93,1096.75,0.0,conventional,2016,HartfordSpringfield
0,2016-12-25,0.72,1126850.62,571303.56,238201.66,3257.69,314087.71,144114.79,169972.92,0.0,conventional,2016,Houston
1,2016-12-18,0.63,1212933.22,576578.21,258779.48,2885.86,374689.67,155393.61,219296.06,0.0,conventional,2016,Houston
2,2016-12-11,0.73,1015973.91,413907.52,275659.29,3480.07,322927.03,70239.25,252687.78,0.0,conventional,2016,Houston
3,2016-12-04,0.71,1130895.62,592360.27,274633.9,4508.75,259392.7,64285.15,195107.55,0.0,conventional,2016,Houston
4,2016-11-27,0.82,854629.64,525324.65,173401.51,3567.44,152336.04,81852.59,70483.45,0.0,conventional,2016,Houston
5,2016-11-20,0.99,827345.76,466960.66,202860.35,4070.15,153454.6,58525.46,94915.81,13.33,conventional,2016,Houston
6,2016-11-13,1.05,828866.8,431731.62,231630.38,4850.4,160654.4,61276.87,99274.75,102.78,conventional,2016,Houston
7,2016-11-06,1.12,782911.25,430098.78,168814.95,2921.98,181075.54,78827.53,102248.01,0.0,conventional,2016,Houston
8,2016-10-30,1.15,709890.11,346283.28,181578.62,3192.69,178835.52,47722.65,131112.87,0.0,conventional,2016,Houston
9,2016-10-23,1.0,777847.84,371566.37,145059.25,2488.59,258733.63,197398.04,61335.59,0.0,conventional,2016,Houston
10,2016-10-16,0.98,992992.79,492462.88,223737.35,3348.82,273443.74,132407.09,141036.65,0.0,conventional,2016,Houston
11,2016-10-09,0.98,1075303.77,483285.47,344448.92,9670.82,237898.56,121027.64,116836.2,34.72,conventional,2016,Houston
12,2016-10-02,0.98,1023030.28,446276.97,260176.71,3196.13,313380.47,129091.49,184288.98,0.0,conventional,2016,Houston
13,2016-09-25,0.96,1027782.31,463607.55,266059.25,2894.23,295221.28,101363.89,193857.39,0.0,conventional,2016,Houston
14,2016-09-18,0.83,1127109.48,702367.94,203949.08,3023.74,217768.72,126297.0,91451.72,20.0,conventional,2016,Houston
15,2016-09-11,0.76,1217346.73,729949.45,188318.97,2466.22,296612.09,216413.98,79968.11,230.0,conventional,2016,Houston
16,2016-09-04,0.72,1351649.96,782982.9,265697.02,3439.75,299530.29,208800.92,88824.37,1905.0,conventional,2016,Houston
17,2016-08-28,0.88,1021607.04,610762.01,216733.12,3065.44,191046.47,124173.71,58652.76,8220.0,conventional,2016,Houston
18,2016-08-21,0.9,1046506.77,583161.0,248160.18,5697.25,209488.34,132615.92,76539.09,333.33,conventional,2016,Houston
19,2016-08-14,0.9,1015264.05,590138.4,218435.64,3815.84,202874.17,123193.69,79430.48,250.0,conventional,2016,Houston
20,2016-08-07,0.92,1040953.31,614770.18,239657.73,5032.97,181492.43,121223.82,60268.61,0.0,conventional,2016,Houston
21,2016-07-31,0.98,941066.42,547468.5,203888.47,4165.35,185544.1,117560.96,64239.81,3743.33,conventional,2016,Houston
22,2016-07-24,0.96,985027.91,555709.68,218179.57,5208.69,205929.97,163969.66,39623.09,2337.22,conventional,2016,Houston
23,2016-07-17,0.92,1006984.22,551921.4,219856.17,8567.51,226639.14,189089.17,37549.97,0.0,conventional,2016,Houston
24,2016-07-10,0.89,1101543.61,607069.9,208421.56,41628.96,244423.19,201545.27,39452.64,3425.28,conventional,2016,Houston
25,2016-07-03,0.92,1189787.36,545799.65,245931.82,139911.14,258144.75,201099.28,39117.41,17928.06,conventional,2016,Houston
26,2016-06-26,0.88,1186692.39,586635.99,216133.71,113474.29,270448.4,165598.46,86483.27,18366.67,conventional,2016,Houston
27,2016-06-19,0.89,1153583.3,627217.28,228843.15,74763.08,222759.79,139198.33,70961.46,12600.0,conventional,2016,Houston
28,2016-06-12,0.83,1209996.42,589477.04,236621.03,110054.59,273843.76,114672.48,149147.95,10023.33,conventional,2016,Houston
29,2016-06-05,0.85,1182841.54,555561.07,242491.36,110457.58,274331.53,92784.25,170943.95,10603.33,conventional,2016,Houston
30,2016-05-29,0.82,1128598.95,554092.01,247279.64,116263.41,210963.89,91661.86,110662.03,8640.0,conventional,2016,Houston
31,2016-05-22,0.68,1378761.67,569011.09,339100.41,169713.69,300936.48,125723.56,165911.25,9301.67,conventional,2016,Houston
32,2016-05-15,0.69,1343566.69,614769.67,335853.13,95672.31,297271.58,102106.82,192425.32,2739.44,conventional,2016,Houston
33,2016-05-08,0.65,1406283.85,670565.88,293098.85,185667.35,256951.77,107635.65,146298.07,3018.05,conventional,2016,Houston
34,2016-05-01,0.68,1308614.45,601670.1,368703.63,89821.94,248418.78,84090.2,159461.92,4866.66,conventional,2016,Houston
35,2016-04-24,0.67,1393042.56,656322.91,324423.04,163347.75,248948.86,100132.98,144364.21,4451.67,conventional,2016,Houston
36,2016-04-17,0.69,1310677.68,782313.51,191432.45,153134.81,183796.91,119863.49,57278.42,6655.0,conventional,2016,Houston
37,2016-04-10,0.7,1271741.46,757578.32,188936.32,151966.39,173260.43,117792.84,50449.53,5018.06,conventional,2016,Houston
38,2016-04-03,0.72,1256919.1,684633.13,264272.37,181951.34,126062.26,56499.5,66016.09,3546.67,conventional,2016,Houston
39,2016-03-27,0.75,1345865.16,553962.21,406713.3,177919.58,207270.07,75819.34,124377.4,7073.33,conventional,2016,Houston
40,2016-03-20,0.76,1162026.04,538380.61,327365.45,121838.72,174441.26,62893.05,103044.88,8503.33,conventional,2016,Houston
41,2016-03-13,0.76,1136963.49,585649.37,247461.63,185545.01,118307.48,63280.13,48440.68,6586.67,conventional,2016,Houston
42,2016-03-06,0.76,1091432.18,698789.73,182050.77,86477.82,124113.86,77568.68,39418.51,7126.67,conventional,2016,Houston
43,2016-02-28,0.76,1048304.1,674833.15,180298.41,85511.83,107660.71,77330.09,24043.95,6286.67,conventional,2016,Houston
44,2016-02-21,0.8,966990.9,566062.35,200934.84,90645.64,109348.07,64626.95,38634.45,6086.67,conventional,2016,Houston
45,2016-02-14,0.67,1191352.2,518192.1,334137.36,210029.3,128993.44,67726.6,55041.28,6225.56,conventional,2016,Houston
46,2016-02-07,0.69,1323490.25,528669.72,424427.32,203797.87,166595.34,71538.94,75749.73,19306.67,conventional,2016,Houston
47,2016-01-31,0.74,1131583.12,484446.28,348542.55,161506.54,137087.75,68193.77,46086.21,22807.77,conventional,2016,Houston
48,2016-01-24,0.91,867294.64,259465.21,363892.04,79193.39,164744.0,83636.33,63963.23,17144.44,conventional,2016,Houston
49,2016-01-17,0.83,1071138.98,447913.43,369479.18,116440.7,137305.67,82818.41,50110.59,4376.67,conventional,2016,Houston
50,2016-01-10,0.84,1095287.56,434471.89,437751.47,85368.8,137695.4,78471.38,58067.35,1156.67,conventional,2016,Houston
51,2016-01-03,0.78,1061566.78,356962.48,454200.44,113069.09,137334.77,87330.27,49677.83,326.67,conventional,2016,Houston
0,2016-12-25,1.13,135848.61,9560.82,59100.87,1962.89,65224.03,39632.2,25547.03,44.8,conventional,2016,Indianapolis
1,2016-12-18,1.19,122035.89,9114.0,56820.04,1973.93,54127.92,33414.95,20669.06,43.91,conventional,2016,Indianapolis
2,2016-12-11,1.17,133480.18,10029.3,61398.63,2771.39,59280.86,38874.39,20249.59,156.88,conventional,2016,Indianapolis
3,2016-12-04,1.18,144732.39,9441.16,70441.52,5143.87,59705.84,34658.44,24180.2,867.2,conventional,2016,Indianapolis
4,2016-11-27,1.34,103728.7,8422.19,43655.05,1231.47,50419.99,26198.63,24221.36,0.0,conventional,2016,Indianapolis
5,2016-11-20,1.29,124674.05,9062.48,52842.3,1517.4,61251.87,28999.98,32251.89,0.0,conventional,2016,Indianapolis
6,2016-11-13,1.29,127579.36,8852.56,56481.59,1724.7,60520.51,31532.27,28946.57,41.67,conventional,2016,Indianapolis
7,2016-11-06,1.37,126205.09,9100.1,55557.73,1578.23,59969.03,30459.11,29180.53,329.39,conventional,2016,Indianapolis
8,2016-10-30,1.2,139574.84,9278.4,61450.22,1682.81,67163.41,26068.96,41094.45,0.0,conventional,2016,Indianapolis
9,2016-10-23,1.31,142946.23,7986.6,65584.52,2219.92,67155.19,28373.94,38779.76,1.49,conventional,2016,Indianapolis
10,2016-10-16,1.27,138921.48,10968.01,60049.75,1952.54,65951.18,35703.64,30247.54,0.0,conventional,2016,Indianapolis
11,2016-10-09,1.2,143911.76,11357.01,61269.72,2173.86,69111.17,36546.8,32111.39,452.98,conventional,2016,Indianapolis
12,2016-10-02,1.31,146709.18,14488.94,66598.01,2091.96,63530.27,36081.38,27445.88,3.01,conventional,2016,Indianapolis
13,2016-09-25,1.39,150804.6,16855.29,68404.44,2557.07,62987.8,37497.61,25490.19,0.0,conventional,2016,Indianapolis
14,2016-09-18,1.26,153211.68,16666.21,67688.59,2707.32,66149.56,40788.78,25360.78,0.0,conventional,2016,Indianapolis
15,2016-09-11,1.29,157333.39,17414.42,70736.72,3134.92,66047.33,44187.61,21859.72,0.0,conventional,2016,Indianapolis
16,2016-09-04,1.31,160672.02,17530.05,75640.39,3252.69,64248.89,47772.68,16371.21,105.0,conventional,2016,Indianapolis
17,2016-08-28,1.27,167401.86,13732.36,78138.81,2802.01,72728.68,49838.22,21877.06,1013.4,conventional,2016,Indianapolis
18,2016-08-21,1.3,160968.73,15022.11,73966.5,3405.65,68574.47,44089.82,24244.65,240.0,conventional,2016,Indianapolis
19,2016-08-14,1.27,169421.1,15863.47,79507.42,4255.36,69794.85,39950.23,28559.62,1285.0,conventional,2016,Indianapolis
20,2016-08-07,1.33,163338.94,20926.28,77899.46,5741.75,58771.45,36453.98,21522.19,795.28,conventional,2016,Indianapolis
21,2016-07-31,1.27,159573.77,16079.16,80211.44,6277.21,57005.96,34005.49,22328.62,671.85,conventional,2016,Indianapolis
22,2016-07-24,1.2,178389.87,14627.32,82110.02,9886.51,71766.02,37248.18,29877.64,4640.2,conventional,2016,Indianapolis
23,2016-07-17,1.08,195710.39,15914.63,93315.97,9427.32,77052.47,39495.08,32642.41,4914.98,conventional,2016,Indianapolis
24,2016-07-10,1.12,191786.29,15126.45,96588.25,9530.83,70540.76,39858.04,25082.88,5599.84,conventional,2016,Indianapolis
25,2016-07-03,1.1,205562.64,15757.59,97347.96,9152.69,83304.4,47612.13,29634.22,6058.05,conventional,2016,Indianapolis
26,2016-06-26,1.15,183555.06,14452.83,90386.24,15029.71,63686.28,41778.41,16248.62,5659.25,conventional,2016,Indianapolis
27,2016-06-19,1.13,193533.04,17469.3,91178.24,19044.12,65841.38,34458.27,25319.68,6063.43,conventional,2016,Indianapolis
28,2016-06-12,1.12,186723.32,19442.51,89225.97,19115.07,58939.77,39160.04,13630.94,6148.79,conventional,2016,Indianapolis
29,2016-06-05,1.05,208086.58,16444.14,100386.68,21893.15,69362.61,39935.76,23087.08,6339.77,conventional,2016,Indianapolis
30,2016-05-29,1.01,210386.61,13152.88,109784.28,12495.73,74953.72,47279.19,24844.19,2830.34,conventional,2016,Indianapolis
31,2016-05-22,0.87,214847.19,10857.82,105336.69,17819.68,80833.0,46352.36,29562.74,4917.9,conventional,2016,Indianapolis
32,2016-05-15,0.88,212806.58,11249.01,98565.23,23505.68,79486.66,46726.38,27196.04,5564.24,conventional,2016,Indianapolis
33,2016-05-08,0.93,228601.39,17356.36,106300.33,18838.87,86105.83,54973.21,27766.71,3365.91,conventional,2016,Indianapolis
34,2016-05-01,0.92,207488.02,16727.66,106590.22,12071.46,72098.68,43567.48,26781.76,1749.44,conventional,2016,Indianapolis
35,2016-04-24,0.95,217736.25,12802.85,116190.57,22243.74,66499.09,32258.42,30147.93,4092.74,conventional,2016,Indianapolis
36,2016-04-17,0.97,218237.53,15361.33,113832.99,24253.28,64789.93,27683.11,33415.09,3691.73,conventional,2016,Indianapolis
37,2016-04-10,1.07,168009.21,15421.4,84833.75,11125.19,56628.87,29065.55,26374.68,1188.64,conventional,2016,Indianapolis
38,2016-04-03,0.99,154098.59,13073.15,73683.93,14509.1,52832.41,23047.8,26829.29,2955.32,conventional,2016,Indianapolis
39,2016-03-27,0.99,195373.94,10457.51,103261.69,23242.76,58411.98,26546.73,27197.4,4667.85,conventional,2016,Indianapolis
40,2016-03-20,1.12,168886.56,12095.89,91015.53,16824.67,48950.47,27044.14,18685.21,3221.12,conventional,2016,Indianapolis
41,2016-03-13,1.03,179067.02,11923.34,97729.32,17713.83,51700.53,28612.6,19278.08,3809.85,conventional,2016,Indianapolis
42,2016-03-06,0.96,208283.71,11773.3,116609.91,24630.69,55269.81,26420.61,23929.03,4920.17,conventional,2016,Indianapolis
43,2016-02-28,0.99,188077.25,11031.35,107091.35,16742.17,53212.38,26221.88,23948.23,3042.27,conventional,2016,Indianapolis
44,2016-02-21,1.03,153498.43,10806.76,91309.12,8892.49,42490.06,23611.07,17284.88,1594.11,conventional,2016,Indianapolis
45,2016-02-14,0.83,219871.64,13525.56,133956.97,15621.58,56767.53,27240.38,27220.07,2307.08,conventional,2016,Indianapolis
46,2016-02-07,0.88,240237.26,13926.79,145591.86,27708.02,53010.59,24152.64,25269.26,3588.69,conventional,2016,Indianapolis
47,2016-01-31,0.98,175610.18,8329.28,102864.26,22380.58,42036.06,20098.49,17062.82,4874.75,conventional,2016,Indianapolis
48,2016-01-24,0.93,168035.39,1803.73,93613.73,23023.47,49594.46,23374.52,21450.63,4769.31,conventional,2016,Indianapolis
49,2016-01-17,0.97,171404.92,5231.37,105606.63,12443.2,48123.72,26459.05,19618.46,2046.21,conventional,2016,Indianapolis
50,2016-01-10,1.0,173238.2,4590.25,101117.07,18454.86,49076.02,25431.42,20246.87,3397.73,conventional,2016,Indianapolis
51,2016-01-03,0.95,184669.77,5974.1,109973.31,25839.4,42882.96,15993.65,19313.43,7575.88,conventional,2016,Indianapolis
0,2016-12-25,0.81,187804.02,70779.81,31213.64,208.24,85602.33,30893.35,54708.98,0.0,conventional,2016,Jacksonville
1,2016-12-18,0.84,162502.3,49886.69,27329.12,104.17,85182.32,26270.21,58844.05,68.06,conventional,2016,Jacksonville
2,2016-12-11,1.17,116052.47,33585.82,18098.36,126.93,64241.36,27971.11,36270.25,0.0,conventional,2016,Jacksonville
3,2016-12-04,0.89,206009.55,63726.26,35344.04,132.58,106806.67,33108.76,73697.91,0.0,conventional,2016,Jacksonville
4,2016-11-27,1.36,111672.0,32944.9,18661.82,94.55,59970.73,19808.01,40162.72,0.0,conventional,2016,Jacksonville
5,2016-11-20,1.36,117495.72,35506.8,19385.22,192.2,62411.5,22359.45,40052.05,0.0,conventional,2016,Jacksonville
6,2016-11-13,1.31,140702.87,51958.36,22430.56,212.95,66101.0,26430.57,39670.43,0.0,conventional,2016,Jacksonville
7,2016-11-06,1.41,127895.28,43990.0,21710.64,289.79,61904.85,16137.03,45767.82,0.0,conventional,2016,Jacksonville
8,2016-10-30,1.41,115122.47,38168.39,20158.77,206.84,56588.47,13461.45,43127.02,0.0,conventional,2016,Jacksonville
9,2016-10-23,1.35,119840.12,42784.97,22755.49,212.19,54087.47,11698.99,42388.48,0.0,conventional,2016,Jacksonville
10,2016-10-16,1.12,157329.41,48624.65,36096.39,228.23,72380.14,11681.16,60621.2,77.78,conventional,2016,Jacksonville
11,2016-10-09,1.31,135520.48,43060.49,35355.69,143.93,56960.37,16656.5,40303.87,0.0,conventional,2016,Jacksonville
12,2016-10-02,1.31,159576.97,54429.42,29513.01,93.83,75540.71,23304.77,52235.94,0.0,conventional,2016,Jacksonville
13,2016-09-25,1.26,158194.1,58289.9,21092.67,145.41,78666.12,29683.13,48982.99,0.0,conventional,2016,Jacksonville
14,2016-09-18,1.05,175928.62,72171.22,27540.24,84.22,76132.94,23455.33,52677.61,0.0,conventional,2016,Jacksonville
15,2016-09-11,1.1,150295.99,70095.71,23109.94,148.82,56941.52,22375.81,34565.71,0.0,conventional,2016,Jacksonville
16,2016-09-04,0.94,239246.03,128269.25,34369.64,158.3,76448.84,29049.1,47399.74,0.0,conventional,2016,Jacksonville
17,2016-08-28,1.14,177300.14,90634.98,32154.69,113.13,54397.34,29304.03,24543.31,550.0,conventional,2016,Jacksonville
18,2016-08-21,1.11,189700.13,90679.27,36441.11,188.93,62390.82,34193.62,26027.2,2170.0,conventional,2016,Jacksonville
19,2016-08-14,1.11,206617.11,98779.51,43133.24,217.88,64486.48,22538.59,39347.89,2600.0,conventional,2016,Jacksonville
20,2016-08-07,1.23,151751.97,70054.07,30914.44,331.08,50452.38,21944.34,24593.04,3915.0,conventional,2016,Jacksonville
21,2016-07-31,1.23,152777.16,67403.11,31854.3,440.28,53079.47,25243.34,23054.74,4781.39,conventional,2016,Jacksonville
22,2016-07-24,1.21,156316.92,69899.17,39377.77,493.57,46546.41,21263.41,21141.06,4141.94,conventional,2016,Jacksonville
23,2016-07-17,1.22,165453.6,77112.26,34464.53,413.3,53463.51,25220.88,23917.91,4324.72,conventional,2016,Jacksonville
24,2016-07-10,1.19,164680.49,78117.56,34028.17,680.44,51854.32,26529.02,19443.36,5881.94,conventional,2016,Jacksonville
25,2016-07-03,0.93,272150.68,137102.4,48698.98,1134.71,85214.59,37396.58,41823.01,5995.0,conventional,2016,Jacksonville
26,2016-06-26,1.19,159128.77,75055.08,31811.71,748.85,51513.13,24644.39,23012.91,3855.83,conventional,2016,Jacksonville
27,2016-06-19,0.94,226775.36,115507.75,41557.3,1508.69,68201.62,23712.12,39989.5,4500.0,conventional,2016,Jacksonville
28,2016-06-12,1.2,151428.59,75763.72,28484.78,982.71,46197.38,20061.78,22605.6,3530.0,conventional,2016,Jacksonville
29,2016-06-05,0.95,221144.08,124676.22,32124.3,784.2,63559.36,19483.21,40946.71,3129.44,conventional,2016,Jacksonville
30,2016-05-29,0.92,242168.85,141300.92,36410.66,981.98,63475.29,22104.57,40394.05,976.67,conventional,2016,Jacksonville
31,2016-05-22,1.17,160652.39,83011.39,27437.92,356.55,49846.53,20619.97,27239.89,1986.67,conventional,2016,Jacksonville
32,2016-05-15,0.79,257370.46,98256.73,59901.5,275.59,98936.64,19409.71,77620.26,1906.67,conventional,2016,Jacksonville
33,2016-05-08,0.8,224519.56,113354.85,34526.39,280.48,76357.84,30053.56,46304.28,0.0,conventional,2016,Jacksonville
34,2016-05-01,0.68,370646.01,169412.4,70592.24,248.56,130392.81,37625.8,92767.01,0.0,conventional,2016,Jacksonville
35,2016-04-24,0.8,267225.58,104786.41,61113.12,134.35,101191.7,21102.41,79512.9,576.39,conventional,2016,Jacksonville
36,2016-04-17,1.0,184827.45,88552.52,31279.51,185.37,64810.05,23218.07,41247.54,344.44,conventional,2016,Jacksonville
37,2016-04-10,0.8,261081.39,106314.87,54201.27,196.31,100368.94,19744.98,79967.02,656.94,conventional,2016,Jacksonville
38,2016-04-03,1.01,181662.16,84765.99,27201.22,149.61,69545.34,27121.05,42424.29,0.0,conventional,2016,Jacksonville
39,2016-03-27,1.06,158322.64,70255.18,27911.77,402.32,59753.37,19304.31,40449.06,0.0,conventional,2016,Jacksonville
40,2016-03-20,1.07,140301.04,59970.41,26015.08,269.21,54046.34,19113.11,34933.23,0.0,conventional,2016,Jacksonville
41,2016-03-13,0.81,241653.71,103139.77,47856.7,316.39,90340.85,18010.95,72329.9,0.0,conventional,2016,Jacksonville
42,2016-03-06,1.06,155654.59,71185.02,26487.57,503.38,57478.62,17429.08,40049.54,0.0,conventional,2016,Jacksonville
43,2016-02-28,0.77,253489.72,108080.92,43494.21,217.74,101696.85,23364.69,78332.16,0.0,conventional,2016,Jacksonville
44,2016-02-21,1.01,141335.89,63676.54,22329.28,211.65,55118.42,18439.32,36679.1,0.0,conventional,2016,Jacksonville
45,2016-02-14,0.95,151724.07,74835.5,23877.54,377.48,52633.55,20566.26,32067.29,0.0,conventional,2016,Jacksonville
46,2016-02-07,0.54,369757.62,191441.47,57532.08,594.02,120190.05,53302.46,66879.47,8.12,conventional,2016,Jacksonville
47,2016-01-31,1.04,151247.03,76816.44,21968.91,256.1,52205.58,21691.82,30513.76,0.0,conventional,2016,Jacksonville
48,2016-01-24,0.93,192194.31,116713.78,18557.48,473.07,56449.98,27533.11,28916.87,0.0,conventional,2016,Jacksonville
