Month,year,region,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type_conventional,type_organic
03,2017,Seattle,4.15,2858809.85,440986.84,736284.24,2010.86,1679527.91,1475426.6,201744.92,2356.3900000000003,1,0
03,2017,Seattle,4.39,296202.16000000003,5303.34,62794.25,43.12,228061.44999999998,2970.6800000000003,225090.77000000002,0.0,0,1
03,2017,SouthCarolina,5.49,1328251.65,548226.73,305494.95,11498.22,463031.75,338715.56,120031.19,4285.0,1,0
03,2017,SouthCarolina,5.41,45345.45999999999,2747.84,16089.660000000002,880.3299999999999,25627.63,8362.21,17265.42,0.0,0,1
03,2017,SouthCentral,3.6700000000000004,22258605.42,13052422.74,3842316.69,385675.94,4978190.050000001,4728943.510000001,190789.87000000002,58456.67,1,0
03,2017,SouthCentral,4.09,681747.37,162510.45,19909.65,5.91,499321.36,421874.16,77447.2,0.0,0,1
03,2017,Southeast,5.81,12527358.44,6613322.74,1785742.71,18618.499999999996,4109674.49,2570618.04,1482377.01,56679.44,1,0
03,2017,Southeast,5.58,287748.07999999996,43626.47,56817.42,1151.45,186152.74,51892.03999999999,134260.7,0.0,0,1
03,2017,Spokane,3.6900000000000004,465900.69,88220.82,110144.86000000002,191.89,267343.12,229655.52,37432.71,254.89,1,0
03,2017,Spokane,5.499999999999999,20478.07,874.1600000000001,5947.94,25.4,13630.57,99.99,13530.58,0.0,0,1
03,2017,StLouis,5.25,462712.76,207223.68,37238.05,277.58,217973.45,199428.02000000002,18478.760000000002,66.67,1,0
03,2017,StLouis,4.82,40413.86,4840.88,2064.46,0.0,33508.520000000004,3560.4399999999996,29948.079999999998,0.0,0,1
03,2017,Syracuse,5.91,303313.48,4603.08,191714.92,35.56,106959.92,86742.59,20138.16,79.17,1,0
03,2017,Syracuse,8.05,8957.61,0.0,758.52,0.0,8199.09,3270.8600000000006,4928.23,0.0,0,1
03,2017,Tampa,6.41,1223163.48,687412.0,197808.09000000003,206.21,337737.18,195113.41,142536.55000000002,87.22,1,0
03,2017,Tampa,8.66,18797.489999999998,4940.56,368.83,0.0,13488.099999999999,9358.04,4130.06,0.0,0,1
03,2017,TotalUS,4.84,129854993.5,45276882.19,39670139.31,2771729.64,42136242.36,33210746.2,8291519.619999999,633976.54,1,0
03,2017,TotalUS,5.33,5822141.14,669590.83,1471202.3900000001,12924.130000000001,3668423.79,2060375.1500000001,1608048.6400000001,0.0,0,1
03,2017,West,3.94,26631501.24,9765811.559999999,4728045.82,580650.53,11556993.33,7630700.33,3910060.79,16232.21,1,0
03,2017,West,4.29,1406775.15,181145.42,212135.25,433.62000000000006,1013060.86,483782.23,529278.63,0.0,0,1
03,2017,WestTexNewMexico,3.38,3479446.09,1975713.9299999997,242647.22,82831.54,1178253.4,529027.66,649225.74,0.0,1,0
03,2017,WestTexNewMexico,4.6,110332.85,12878.77,16060.809999999998,157.63,81235.64,73465.16,7770.48,0.0,0,1
03,2018,Albany,5.12,538870.5,57422.020000000004,386102.86,286.07,95059.55000000002,76638.73,16966.38,1454.44,1,0
03,2018,Albany,6.529999999999999,11898.09,762.06,1096.7,0.0,10039.33,10022.67,16.66,0.0,0,1
03,2018,Atlanta,4.03,2645467.84,1197161.83,143450.39,7051.860000000001,1297803.76,933856.77,353237.10000000003,10709.890000000001,1,0
03,2018,Atlanta,6.13,77856.75,2283.2,19894.73,0.0,55678.82000000001,44663.68,11015.140000000001,0.0,0,1
03,2018,BaltimoreWashington,5.0,3962634.47,430033.8,2200933.95,19442.9,1312223.82,1296567.5499999998,12269.600000000002,3386.67,1,0
03,2018,BaltimoreWashington,5.609999999999999,194456.96,8380.64,24925.170000000002,349.3,160801.85,160767.81,34.04,0.0,0,1
03,2018,Boise,4.79,376566.82999999996,162360.82,12797.41,39319.869999999995,162088.73,100599.64,61054.22,434.87,1,0
03,2018,Boise,7.25,12097.75,373.88,3735.18,0.0,7988.6900000000005,2097.13,5874.54,17.02,0,1
03,2018,Boston,5.299999999999999,2657919.45,94876.23,2048719.2,7461.71,506862.31,402880.14,97998.84000000001,5983.329999999999,1,0
03,2018,Boston,7.34,127618.43000000001,63.91,8856.350000000002,0.0,118698.17,95930.95000000001,22767.22,0.0,0,1
03,2018,BuffaloRochester,4.699999999999999,683315.6399999999,66158.16,311835.29000000004,268.81,305053.38,107643.06,194603.65,2806.67,1,0
03,2018,BuffaloRochester,4.82,75642.56000000001,2761.53,782.4300000000001,0.0,72098.6,32032.78,40065.82,0.0,0,1
03,2018,California,4.3,26273228.59,8751361.13,8447165.7,412083.97,8662617.79,8167132.83,164263.69,331221.27,1,0
03,2018,California,6.6000000000000005,869006.77,126053.34999999999,293021.4,8.08,449923.94000000006,449484.43,439.51000000000005,0.0,0,1
03,2018,Charlotte,4.9,1193594.57,281670.36,359749.69,23116.170000000002,529058.35,504666.53,24389.600000000002,2.22,1,0
03,2018,Charlotte,7.13,49597.82,108.53,25221.86,857.8399999999999,23409.59,22727.02,682.5699999999999,0.0,0,1
03,2018,Chicago,5.8500000000000005,3400522.87,432503.37,1817769.2100000002,596444.7899999999,553805.5,411431.47,136934.84,5439.1900000000005,1,0
03,2018,Chicago,6.63,158626.94,2199.63,122144.01,0.0,34283.3,34219.97,63.33,0.0,0,1
03,2018,CincinnatiDayton,4.18,1064077.17,273390.42,87435.40000000001,39557.979999999996,663693.37,554066.96,91173.2,18453.21,1,0
03,2018,CincinnatiDayton,5.92,89991.97,3551.8599999999997,31723.2,0.0,54716.909999999996,36212.130000000005,18504.780000000002,0.0,0,1
03,2018,Columbus,4.0600000000000005,901315.0800000001,262408.18,78301.8,10718.01,549887.09,418269.61,129455.39,2162.09,1,0
03,2018,Columbus,5.25,77997.45,2610.0699999999997,21680.48,0.0,53706.9,37867.43,15839.47,0.0,0,1
03,2018,DallasFtWorth,3.24,6022903.0,2807678.83,944544.1200000001,23452.98,2247227.0700000003,1781664.5099999998,385486.31,80076.25,1,0
03,2018,DallasFtWorth,5.46,125375.33,22620.28,3794.33,0.0,98960.72,91900.24,7060.48,0.0,0,1
03,2018,Denver,4.21,3684004.75,691846.73,947698.89,64149.92,1980309.2100000002,544724.01,1435582.98,2.22,1,0
03,2018,Denver,6.41,102069.01999999999,29865.280000000002,2711.83,140.04,69351.87,65811.36,3540.51,0.0,0,1
03,2018,Detroit,4.56,1749580.4,337639.6,222898.23,165826.56,1023216.0099999999,826160.46,122528.85999999999,74526.69,1,0
03,2018,Detroit,5.02,160912.17,4366.14,44238.68,0.0,112018.19,84720.19,27297.999999999996,0.0,0,1
03,2018,GrandRapids,6.04,711704.1799999999,12091.34,278988.14,183336.68,237288.02000000002,151161.72,29283.18,56843.119999999995,1,0
03,2018,GrandRapids,5.0,44119.34,192.48000000000002,11630.84,0.0,32296.02,32266.14,29.880000000000003,0.0,0,1
03,2018,GreatLakes,4.83,15798947.82,3140667.5900000003,4193065.49,1433495.48,7031719.26,5354722.76,1383901.38,293095.12,1,0
03,2018,GreatLakes,5.41,1049936.03,25803.25,337280.06,4.97,684180.24,518903.27999999997,165276.96,0.0,0,1
03,2018,HarrisburgScranton,4.819999999999999,1198847.89,295214.27,504828.11,657.75,398147.76,364005.62,25692.15,8449.990000000002,1,0
03,2018,HarrisburgScranton,5.7299999999999995,80458.23000000001,2215.84,1331.33,59.66,76851.40000000001,76834.74,16.66,0.0,0,1
03,2018,HartfordSpringfield,5.46,1401622.16,67601.82,1024864.77,916.3800000000001,308239.19,281688.61,20679.48,5871.099999999999,1,0
03,2018,HartfordSpringfield,8.02,97309.74,1451.92,61733.67999999999,2.8,34121.340000000004,34108.9,12.440000000000001,0.0,0,1
03,2018,Houston,2.89,6190613.09,2784098.28,685775.6599999999,16213.109999999999,2704526.04,2234873.15,462014.01,7638.88,1,0
03,2018,Houston,5.01,136769.93,30661.91,439.13,0.0,105668.89,103935.56,1733.33,0.0,0,1
03,2018,Indianapolis,4.15,873468.67,214158.41999999998,168677.76,27288.17,463344.32,399223.03,52663.64,11457.650000000001,1,0
03,2018,Indianapolis,4.93,52813.6,1329.11,10319.039999999999,0.0,40812.12,25515.61,15296.51,0.0,0,1
03,2018,Jacksonville,4.7,875345.21,479136.71,47454.520000000004,1974.55,346779.43,153459.95,192999.47999999998,320.0,1,0
03,2018,Jacksonville,6.8,19534.25,527.68,3268.8499999999995,11.790000000000001,15725.93,10717.56,5008.37,0.0,0,1
03,2018,LasVegas,4.409999999999999,1364347.68,296385.99,413975.98000000004,28084.11,625901.6000000001,333112.97,290828.64,1959.99,1,0
03,2018,LasVegas,6.59,47240.89,6541.12,8340.01,0.0,32359.760000000002,32279.059999999998,80.7,0.0,0,1
03,2018,LosAngeles,4.0600000000000005,11964942.13,4263261.99,1884941.2100000002,275818.72000000003,5540920.21,5203450.54,115552.22,221917.45,1,0
03,2018,LosAngeles,6.25,472847.02,49722.369999999995,124887.08,0.0,298237.57,297906.96,330.61,0.0,0,1
03,2018,Louisville,4.29,467157.89,113313.0,98093.55,993.3799999999999,254757.96,181406.45,69452.70000000001,3898.81,1,0
03,2018,Louisville,5.619999999999999,19729.620000000003,22.69,4896.96,0.0,14809.970000000001,7561.35,7248.62,0.0,0,1
03,2018,MiamiFtLauderdale,4.87,3297802.1,2293153.42,276406.52,7940.679999999999,720301.48,419423.67,299522.81,1355.0,1,0
03,2018,MiamiFtLauderdale,5.620000000000001,38578.02,955.26,1912.9499999999998,0.0,35709.810000000005,34377.39,1332.42,0.0,0,1
03,2018,Midsouth,4.52,15898359.21,3771221.92,5264358.41,103141.6,6759637.28,6015197.48,694752.98,49686.82,1,0
03,2018,Midsouth,6.210000000000001,715747.9600000001,15200.43,186565.47,3132.48,510849.5800000001,463443.31,47406.270000000004,0.0,0,1
03,2018,Nashville,3.8099999999999996,1171050.67,520878.68,44825.28,1492.1100000000001,603854.6,480377.06000000006,115605.57999999999,7871.96,1,0
03,2018,Nashville,5.57,38398.88,144.38,8640.09,0.0,29614.41,21418.260000000002,8196.15,0.0,0,1
03,2018,NewOrleansMobile,4.140000000000001,1270917.22,720188.66,86203.47,9662.1,454862.99,382083.79000000004,71339.19,1440.0100000000002,1,0
03,2018,NewOrleansMobile,5.46,29263.07,2098.0299999999997,489.72,0.0,26675.32,25557.77,1117.55,0.0,0,1
03,2018,NewYork,5.35,7026184.4399999995,264003.23,4027773.68,3039.9300000000003,2731367.5999999996,2568897.34,152215.76,10254.5,1,0
03,2018,NewYork,7.17,549819.74,88573.35999999999,201203.18000000002,495.84999999999997,259547.35,259068.78,478.56999999999994,0.0,0,1
03,2018,Northeast,5.180000000000001,20288455.21,1675001.97,12196715.78,26743.43,6389994.03,5244074.74,1090546.12,55373.17,1,0
03,2018,Northeast,6.629999999999999,1395676.4300000002,140786.06,333285.48000000004,515.04,921089.85,815679.31,105410.54,0.0,0,1
03,2018,NorthernNewEngland,5.29,2135100.2,173296.34999999998,1687626.99,5306.01,268870.85,121727.20999999999,143433.63999999998,3709.9999999999995,1,0
03,2018,NorthernNewEngland,6.43,77330.87,42.44,1603.8799999999999,0.0,75684.55,75591.22,93.33,0.0,0,1
03,2018,Orlando,4.6899999999999995,2001013.52,1257208.32,126566.36000000002,5973.93,611264.91,351045.57,259219.35,999.9900000000001,1,0
03,2018,Orlando,5.99,42488.020000000004,1108.8899999999999,4424.59,0.0,36954.54,32064.05,4890.49,0.0,0,1
03,2018,Philadelphia,5.32,1904597.04,171690.30000000002,963289.5299999999,1215.28,768401.9299999999,686055.7699999999,74618.4,7727.76,1,0
03,2018,Philadelphia,6.3,141367.72,21272.17,30642.4,15.08,89438.06999999999,89356.36,81.71000000000001,0.0,0,1
03,2018,PhoenixTucson,2.4899999999999998,6276177.760000001,3463759.88,1077554.13,56151.439999999995,1678712.31,914337.9299999999,742348.8300000001,22025.550000000003,1,0
03,2018,PhoenixTucson,6.369999999999999,64088.45999999999,9332.16,12673.35,0.0,42082.95,42004.700000000004,78.25000000000001,0.0,0,1
03,2018,Pittsburgh,4.72,585582.72,194264.6,65526.75,6028.37,319763.0,166536.66,152773.0,453.34000000000003,1,0
03,2018,Pittsburgh,5.5600000000000005,57974.54,3990.1100000000006,71.95,0.0,53912.479999999996,53889.149999999994,23.33,0.0,0,1
03,2018,Plains,4.4399999999999995,8889605.5,3624568.36,2410355.92,33661.85,2821019.3699999996,2563915.15,237045.8,20058.420000000002,1,0
03,2018,Plains,6.22,290752.18,19750.52,76741.01000000001,22.03,194238.62,143952.84000000003,50285.78,0.0,0,1
03,2018,Portland,4.37,2685916.1300000004,296148.18,1088340.94,66864.69,1234562.3199999998,647386.93,584626.36,2549.0299999999997,1,0
03,2018,Portland,6.73,120464.08000000002,6290.5199999999995,29543.41,5.24,84624.91,7245.719999999999,77334.70999999999,44.480000000000004,0,1
03,2018,RaleighGreensboro,4.640000000000001,1630656.42,381959.54,485243.12,21525.13,741928.63,716025.89,25901.629999999997,1.11,1,0
03,2018,RaleighGreensboro,7.950000000000001,56285.990000000005,374.21000000000004,24765.92,612.19,30533.67,29183.96,1349.71,0.0,0,1
03,2018,RichmondNorfolk,4.22,1316019.77,325704.68,363756.91000000003,7012.589999999999,619545.5900000001,560154.39,55874.67,3516.5299999999997,1,0
03,2018,RichmondNorfolk,5.52,63667.350000000006,1515.3500000000001,14138.789999999999,367.15999999999997,47646.05,44188.799999999996,3457.25,0.0,0,1
03,2018,Roanoke,3.96,834661.19,229636.56999999998,162922.01,895.11,441207.5,357877.32999999996,80759.20999999999,2570.96,1,0
03,2018,Roanoke,6.49,32677.73,525.5799999999999,8956.54,0.0,23195.61,19692.08,3503.53,0.0,0,1
03,2018,Sacramento,4.629999999999999,2194289.8600000003,622485.4500000001,1144160.43,3546.92,424097.06000000006,396255.36,5438.91,22402.790000000005,1,0
03,2018,Sacramento,7.039999999999999,39684.09,8565.36,14611.369999999999,0.0,16507.36,16487.27,20.090000000000003,0.0,0,1
03,2018,SanDiego,4.4,2103092.97,609932.53,658822.9000000001,61856.64,772480.8999999999,733258.48,30390.2,8832.22,1,0
03,2018,SanDiego,6.74,87396.78,4589.11,46235.61,0.0,36572.060000000005,36568.73,3.33,0.0,0,1
03,2018,SanFrancisco,4.84,3936217.58,1069924.51,2191462.11,9931.66,664899.3,648455.71,1761.49,14682.1,1,0
03,2018,SanFrancisco,7.73,124330.2,40121.7,42521.6,0.0,41686.90000000001,41680.240000000005,6.66,0.0,0,1
03,2018,Seattle,5.459999999999999,2180833.7399999998,385559.51,612255.67,3734.96,1179283.6,644861.48,532389.3300000001,2032.79,1,0
03,2018,Seattle,6.119999999999999,367483.63,6786.12,121143.20000000001,236.32,239317.99,16724.079999999998,222217.09,376.82000000000005,0,1
03,2018,SouthCarolina,4.54,1932969.1400000001,866108.5700000001,303846.44,16328.93,746685.2,578585.38,154676.14,13423.68,1,0
03,2018,SouthCarolina,5.529999999999999,66351.52,686.77,18934.65,364.45,46365.649999999994,42395.56,3970.09,0.0,0,1
03,2018,SouthCentral,3.24,29610742.22,14194506.419999998,4112911.73,117891.17000000001,11185432.899999999,9030618.68,1890878.55,263935.67000000004,1,0
03,2018,SouthCentral,5.430000000000001,641430.22,112377.01,22147.190000000002,0.0,506906.01999999996,433511.30999999994,73394.71,0.0,0,1
03,2018,Southeast,4.52,20027712.05,11424349.650000002,1544679.72,72854.88,6985827.800000001,4591788.16,2347881.02,46158.619999999995,1,0
03,2018,Southeast,5.8,478031.8,9362.81,81031.47,477.49,387160.03,338328.96,48831.06999999999,0.0,0,1
03,2018,Spokane,4.8100000000000005,375603.36000000004,86808.76,105541.0,2207.24,181046.36000000002,99548.87999999999,81167.53,329.95,1,0
03,2018,Spokane,6.51,21639.53,1278.38,7382.780000000001,2.21,12976.160000000002,3275.62,9658.92,41.620000000000005,0,1
03,2018,StLouis,4.66,777965.44,358656.19,29275.99,1779.8000000000002,388253.46,319525.33999999997,55142.40000000001,13585.72,1,0
03,2018,StLouis,7.09,30266.92,4589.14,10485.23,7.09,15185.46,13712.25,1473.21,0.0,0,1
03,2018,Syracuse,4.800000000000001,346217.67,36146.299999999996,187332.27000000002,374.58,122364.52,51145.280000000006,71218.13,1.11,1,0
03,2018,Syracuse,4.9,29231.359999999997,805.3599999999999,386.56,0.0,28039.44,14272.619999999999,13766.82,0.0,0,1
03,2018,Tampa,4.76,2221804.31,1407690.43,170306.89,5552.25,638254.74,361802.89999999997,275808.5,643.34,1,0
03,2018,Tampa,5.73,38306.13,653.25,2907.23,0.0,34745.65,30717.690000000002,4027.96,0.0,0,1
03,2018,TotalUS,4.24,165986967.04000002,56366827.12,45234109.93,2683508.51,61702521.480000004,46478870.70999999,14101602.71,1122048.06,1,0
03,2018,TotalUS,6.129999999999999,6534437.07,563324.54,1586695.79,4743.46,4377005.77,3516584.64,859938.6100000001,482.52,0,1
03,2018,West,3.88,29199916.369999997,9785150.06,7064857.2299999995,483636.14999999997,11866272.93,5511420.79,6292333.170000001,62518.97,1,0
03,2018,West,6.42,1093855.59,113991.11000000002,256623.69,583.39,722657.4,353281.22,368893.66000000003,482.52,0,1
03,2018,WestTexNewMexico,3.54,3653977.45,1817932.89,656170.14,40727.61,1139146.81,621547.69,508256.54,9342.58,1,0
03,2018,WestTexNewMexico,6.28,70721.5,8375.56,8771.03,8.93,53565.979999999996,52596.86,969.1199999999999,0.0,0,1
04,2015,Albany,4.7,194376.61000000002,3475.8399999999997,135735.07,252.03000000000003,54913.67,51987.45,2822.05,104.17,1,0
04,2015,Albany,7.55,5606.539999999999,112.52000000000001,428.88,0.0,5065.139999999999,5065.139999999999,0.0,0.0,0,1
04,2015,Atlanta,4.2700000000000005,1713804.4800000002,1452438.41,78081.52,2508.67,180775.88,115422.56,65218.6,134.72,1,0
04,2015,Atlanta,7.17,23398.270000000004,6942.6,14658.89,0.0,1796.78,853.29,943.49,0.0,0,1
04,2015,BaltimoreWashington,5.01,3036398.7800000003,249876.52000000002,1783605.74,166205.69,836710.83,812136.01,23598.430000000004,976.39,1,0
04,2015,BaltimoreWashington,6.63,59871.74,30378.54,13939.09,3253.62,12300.490000000002,12289.27,11.219999999999999,0.0,0,1
04,2015,Boise,4.2299999999999995,320756.89,228197.16999999998,47183.23,17975.260000000002,27401.23,27386.79,0.0,14.44,1,0
04,2015,Boise,6.29,9116.77,25.65,7223.869999999999,0.0,1867.25,700.0,1167.25,0.0,0,1
04,2015,Boston,4.959999999999999,1828834.3699999999,15162.439999999999,1361933.95,500.38000000000005,451237.6,443614.26,7477.51,145.83,1,0
04,2015,Boston,7.57,13035.79,137.15,3717.27,0.0,9181.369999999999,9181.369999999999,0.0,0.0,0,1
04,2015,BuffaloRochester,5.6899999999999995,518894.97,3992.5699999999997,198979.2,354.02000000000004,315569.18,312907.37,2571.53,90.28,1,0
04,2015,BuffaloRochester,7.26,11351.609999999999,113.69,637.51,0.0,10600.41,10600.41,0.0,0.0,0,1
04,2015,California,4.380000000000001,21898445.91,11048124.760000002,7675448.03,784419.46,2390453.66,2144992.68,237549.97,7911.01,1,0
04,2015,California,6.039999999999999,492381.30999999994,236431.14,209152.14,1.49,46796.54,46796.54,0.0,0.0,0,1
04,2015,Charlotte,4.74,745010.29,169717.37,177589.72,149850.72,247852.47999999998,240121.1,7632.77,98.61,1,0
04,2015,Charlotte,8.440000000000001,15149.02,1089.14,5061.51,4934.66,4063.7099999999996,4063.7099999999996,0.0,0.0,0,1
04,2015,Chicago,4.99,3074928.4699999997,183344.68,2156487.39,364652.93000000005,370443.47,356453.26,12252.109999999999,1738.1,1,0
04,2015,Chicago,6.01,168832.21999999997,2368.96,163029.92,0.0,3433.34,3433.34,0.0,0.0,0,1
04,2015,CincinnatiDayton,4.16,826554.6599999999,35139.81,539588.9500000001,23677.63,228148.27,131505.46,92515.91,4126.900000000001,1,0
04,2015,CincinnatiDayton,5.53,61294.020000000004,1182.44,52642.66,0.0,7468.92,2310.45,5158.47,0.0,0,1
04,2015,Columbus,4.18,589858.8200000001,301330.84,127713.35,62875.780000000006,97938.85,84893.38,8304.31,4741.160000000001,1,0
04,2015,Columbus,6.08,19646.1,1482.56,12826.63,0.0,5336.91,2409.4300000000003,2927.48,0.0,0,1
04,2015,DallasFtWorth,3.1,4831699.819999999,3127624.6799999997,1230687.24,54294.3,419093.60000000003,371338.46,46529.29,1225.85,1,0
04,2015,DallasFtWorth,5.44,44749.509999999995,33661.369999999995,1918.1399999999999,0.0,9170.0,9170.0,0.0,0.0,0,1
04,2015,Denver,4.51,2922257.17,623387.2999999999,1897189.97,27125.22,374554.68,185054.40000000002,187566.94,1933.34,1,0
04,2015,Denver,5.31,207205.44999999998,97625.67,53798.37,374.27000000000004,55407.14,3659.82,51747.32,0.0,0,1
04,2015,Detroit,4.1000000000000005,1396453.67,483409.55000000005,287590.84,267515.99999999994,357937.28,329936.25000000006,9984.22,18016.81,1,0
04,2015,Detroit,6.449999999999999,32984.9,1744.79,25098.75,0.0,6141.36,2469.4900000000002,3671.87,0.0,0,1
04,2015,GrandRapids,4.37,805497.67,20390.69,481763.87,29650.24,273692.87,256612.51,16610.3,470.06000000000006,1,0
04,2015,GrandRapids,7.07,4505.37,13.860000000000001,3228.17,0.0,1263.34,1263.34,0.0,0.0,0,1
04,2015,GreatLakes,4.49,12926541.14,2278059.41,6719789.7700000005,1089609.53,2839082.4299999997,2466068.24,323665.57,49348.619999999995,1,0
04,2015,GreatLakes,6.05,409520.64,12489.33,338229.10000000003,1.54,58800.67,37657.59,21143.08,0.0,0,1
04,2015,HarrisburgScranton,4.77,889672.4800000001,162015.11000000002,443765.68,1802.6399999999999,282089.05,274724.63,7263.03,101.39,1,0
04,2015,HarrisburgScranton,7.23,13684.25,235.29,491.61,13.64,12943.71,12943.71,0.0,0.0,0,1
04,2015,HartfordSpringfield,5.29,1046427.7499999999,15238.66,769115.51,733.4000000000001,261340.18,250506.59000000003,10755.81,77.78,1,0
04,2015,HartfordSpringfield,8.85,12715.3,418.75,9617.53,9.04,2669.98,2669.98,0.0,0.0,0,1
04,2015,Houston,3.23,4360985.23,2495550.82,1396523.84,18240.57,450670.0,366504.51,84165.48999999999,0.0,1,0
04,2015,Houston,5.03,49980.29,44583.83,1963.12,0.0,3433.34,3433.34,0.0,0.0,0,1
04,2015,Indianapolis,4.640000000000001,635285.0399999999,50531.479999999996,376642.57,32079.17,176031.82,125876.41,45066.25,5089.160000000001,1,0
04,2015,Indianapolis,6.72,7752.060000000001,316.07,4526.53,0.0,2909.46,1922.89,986.57,0.0,0,1
04,2015,Jacksonville,4.470000000000001,580449.87,405977.62,42516.92,2738.8799999999997,129216.45,80483.37,48733.08,0.0,1,0
04,2015,Jacksonville,7.4,7856.700000000001,5419.24,192.44,113.21000000000001,2131.81,2126.39,5.42,0.0,0,1
04,2015,LasVegas,3.27,1401413.6199999999,812036.2299999999,345531.39,23075.0,220771.00000000003,144541.46000000002,76214.26000000001,15.28,1,0
04,2015,LasVegas,6.42,41212.87,18650.43,18753.35,0.0,3809.09,1788.73,2020.36,0.0,0,1
04,2015,LosAngeles,3.8900000000000006,10659674.01,7169274.550000001,1985504.8199999998,259592.52000000002,1245302.12,1090059.2100000002,148192.98,7049.93,1,0
04,2015,LosAngeles,5.619999999999999,177171.73,64268.10999999999,74157.44,1.52,38744.66,38744.66,0.0,0.0,0,1
04,2015,Louisville,4.27,325563.97,8778.9,216410.65999999997,9028.820000000002,91345.59,65279.240000000005,24267.78,1798.57,1,0
04,2015,Louisville,6.05,6263.860000000001,14.88,3656.1299999999997,0.0,2592.85,1213.35,1379.5000000000002,0.0,0,1
04,2015,MiamiFtLauderdale,4.59,2113351.25,1544643.8399999999,192331.97999999998,312.29,376063.14,219157.89,156071.91999999998,833.3299999999999,1,0
04,2015,MiamiFtLauderdale,6.53,13090.630000000001,9880.7,577.8000000000001,0.0,2632.13,2626.55,5.58,0.0,0,1
04,2015,Midsouth,4.699999999999999,10759716.71,2635357.47,4616394.48,751441.63,2756523.13,2587820.57,163902.27,4800.29,1,0
04,2015,Midsouth,6.15,311875.44999999995,41188.4,157136.08000000002,19411.79,94139.18,68585.85,25553.329999999998,0.0,0,1
04,2015,Nashville,4.25,620770.49,424785.41000000003,34123.86,54942.85,106918.37000000001,79839.85,27078.52,0.0,1,0
04,2015,Nashville,6.29,25847.5,1365.45,17620.899999999998,305.82,6555.33,2240.7999999999997,4314.53,0.0,0,1
04,2015,NewOrleansMobile,3.8500000000000005,1002758.0199999999,687438.58,36288.84,1205.1100000000001,277825.49,258243.16,19393.440000000002,188.89,1,0
04,2015,NewOrleansMobile,6.24,12549.39,1603.8,160.2,0.0,10785.39,10785.39,0.0,0.0,0,1
04,2015,NewYork,5.7,4956836.51,79662.59999999999,3533702.64,8842.33,1334628.94,1016361.4099999999,317096.69,1170.84,1,0
04,2015,NewYork,8.25,81018.43,10066.04,50016.840000000004,534.3000000000001,20401.25,20392.67,8.58,0.0,0,1
04,2015,Northeast,5.34,14103488.64,413760.99,9557258.86,24940.780000000002,4107528.01,3676503.72,429242.88000000006,1781.41,1,0
04,2015,Northeast,7.62,235896.50999999998,17069.09,78339.48,564.0300000000001,139923.91,139059.57,864.3399999999999,0.0,0,1
04,2015,NorthernNewEngland,4.720000000000001,1273835.31,8630.06,1004568.47,298.43,260338.35,260184.01,154.34,0.0,1,0
04,2015,NorthernNewEngland,7.51,30591.91,112.65,2260.23,0.0,28219.03,28219.03,0.0,0.0,0,1
04,2015,Orlando,4.550000000000001,1165128.76,823383.97,94225.96999999999,500.42,247018.40000000002,139650.71,106655.19,712.5,1,0
04,2015,Orlando,7.35,9951.69,6692.009999999999,307.55,0.0,2952.1299999999997,2952.1299999999997,0.0,0.0,0,1
04,2015,Philadelphia,5.76,1476293.03,65029.42999999999,942586.51,5257.780000000001,463419.31,400927.81999999995,62440.100000000006,51.39,1,0
04,2015,Philadelphia,7.290000000000001,19587.2,1759.14,5984.82,50.730000000000004,11792.509999999998,11792.509999999998,0.0,0.0,0,1
04,2015,PhoenixTucson,2.27,4978875.02,3914702.3599999994,677152.74,26227.23,360792.69,210011.19,150781.5,0.0,1,0
04,2015,PhoenixTucson,6.1899999999999995,62120.89,44794.43000000001,9324.859999999999,0.0,8001.6,5347.860000000001,2653.7400000000002,0.0,0,1
04,2015,Pittsburgh,5.72,301238.71,7535.91,174985.84000000003,5422.18,113294.78,102949.81,10309.500000000002,35.47,1,0
04,2015,Pittsburgh,5.550000000000001,11497.65,3507.99,643.04,0.0,7346.62,6426.4,920.22,0.0,0,1
04,2015,Plains,4.35,7417357.64,4399890.140000001,1789479.5,81047.16,1146940.84,1103244.5099999998,27276.4,16419.93,1,0
04,2015,Plains,7.460000000000001,127128.23000000001,12676.82,69398.41,154.27,44898.729999999996,37554.82,7343.91,0.0,0,1
04,2015,Portland,4.319999999999999,2048534.12,694695.52,940216.1499999999,62617.130000000005,351005.32,349433.6,963.15,608.57,1,0
04,2015,Portland,5.92,159743.78,38573.01,93646.6,17.66,27506.510000000002,0.0,27506.510000000002,0.0,0,1
04,2015,RaleighGreensboro,4.51,1035537.4800000001,283467.22,246817.48,150089.25,355163.52999999997,351501.89,3521.36,140.28,1,0
04,2015,RaleighGreensboro,6.819999999999999,27318.26,436.53999999999996,14702.26,4178.17,8001.289999999999,6095.83,1905.46,0.0,0,1
04,2015,RichmondNorfolk,4.46,902342.39,283202.43999999994,380570.0,41688.55,196881.4,192903.75,3855.43,122.22,1,0
04,2015,RichmondNorfolk,5.15,29061.92,1500.36,15920.390000000001,1901.8000000000002,9739.369999999999,5795.26,3944.1099999999997,0.0,0,1
04,2015,Roanoke,4.49,533819.45,229835.40999999997,186101.92,617.21,117264.91,114481.23,2783.6800000000003,0.0,1,0
